"Gene_Id","padj","logFC","status"
"222359_x_at",0.4704,-1.4595189,"Not_Significant"
"221974_at",0.4704,0.9720369,"Not_Significant"
"201281_at",0.4704,-1.3531497,"Not_Significant"
"214095_at",0.4704,-0.5285795,"Not_Significant"
"215523_at",0.4713,-0.8130208,"Not_Significant"
"201363_s_at",0.4713,1.4188405,"Not_Significant"
"207089_at",0.4713,-1.1217941,"Not_Significant"
"217983_s_at",0.4723,0.7569819,"Not_Significant"
"211239_s_at",0.4723,-0.7872781,"Not_Significant"
"205378_s_at",0.4723,-0.6789439,"Not_Significant"
"203236_s_at",0.4723,-0.883006,"Not_Significant"
"202240_at",0.4723,-0.6956563,"Not_Significant"
"201122_x_at",0.4723,0.9910589,"Not_Significant"
"201074_at",0.4723,0.8387047,"Not_Significant"
"222327_x_at",0.4726,-0.682827,"Not_Significant"
"203351_s_at",0.4726,0.9971544,"Not_Significant"
"207933_at",0.4726,-0.7127146,"Not_Significant"
"216426_at",0.4726,-0.6190979,"Not_Significant"
"209806_at",0.4726,1.0948571,"Not_Significant"
"219097_x_at",0.4726,0.9449354,"Not_Significant"
"205749_at",0.4726,-0.9446175,"Not_Significant"
"209067_s_at",0.4726,0.761944,"Not_Significant"
"221259_s_at",0.4726,-0.4924618,"Not_Significant"
"220607_x_at",0.4726,0.5158012,"Not_Significant"
"212667_at",0.4726,-0.6145118,"Not_Significant"
"201264_at",0.4726,-0.694515,"Not_Significant"
"202544_at",0.4726,0.4805409,"Not_Significant"
"203102_s_at",0.4726,1.2314023,"Not_Significant"
"209825_s_at",0.4731,-0.655289,"Not_Significant"
"221725_at",0.4731,-0.7235484,"Not_Significant"
"222135_at",0.4733,-0.6840426,"Not_Significant"
"207612_at",0.4733,-0.8930511,"Not_Significant"
"220887_at",0.4733,-0.6162432,"Not_Significant"
"220786_s_at",0.474,-0.7066757,"Not_Significant"
"214310_s_at",0.4741,-0.7878562,"Not_Significant"
"216605_s_at",0.4742,-0.8882606,"Not_Significant"
"220987_s_at",0.4742,-0.5707499,"Not_Significant"
"206064_s_at",0.4742,-0.5996262,"Not_Significant"
"210302_s_at",0.4742,-0.4887945,"Not_Significant"
"207271_x_at",0.4742,-0.6498605,"Not_Significant"
"202379_s_at",0.4742,0.897004,"Not_Significant"
"221696_s_at",0.4742,-0.5225164,"Not_Significant"
"219816_s_at",0.4742,0.8048118,"Not_Significant"
"204999_s_at",0.4742,-0.55783,"Not_Significant"
"200643_at",0.4742,-0.6296085,"Not_Significant"
"211978_x_at",0.4742,0.6702848,"Not_Significant"
"208902_s_at",0.4742,0.7148579,"Not_Significant"
"203273_s_at",0.4742,0.8360371,"Not_Significant"
"218398_at",0.4742,0.5862632,"Not_Significant"
"203310_at",0.4742,0.6739048,"Not_Significant"
"217703_x_at",0.4742,0.8468251,"Not_Significant"
"210115_at",0.4742,-0.6244883,"Not_Significant"
"206976_s_at",0.4742,0.8898618,"Not_Significant"
"216144_at",0.4742,0.6768021,"Not_Significant"
"208383_s_at",0.4742,-1.8014152,"Not_Significant"
"210859_x_at",0.4752,0.8625303,"Not_Significant"
"221874_at",0.4754,0.5603128,"Not_Significant"
"214866_at",0.4754,1.0680123,"Not_Significant"
"218359_at",0.4754,-1.3468704,"Not_Significant"
"218490_s_at",0.4754,0.6986923,"Not_Significant"
"48825_at",0.4754,0.6026848,"Not_Significant"
"218955_at",0.4754,0.8975217,"Not_Significant"
"213313_at",0.4754,0.6208834,"Not_Significant"
"39835_at",0.4756,-0.7999883,"Not_Significant"
"205852_at",0.4756,-0.9116112,"Not_Significant"
"214117_s_at",0.4756,-0.5645147,"Not_Significant"
"203893_at",0.4756,0.9562061,"Not_Significant"
"216925_s_at",0.4756,-0.6889359,"Not_Significant"
"202818_s_at",0.4756,-0.9819261,"Not_Significant"
"202322_s_at",0.4756,0.951884,"Not_Significant"
"218356_at",0.4756,0.640342,"Not_Significant"
"211932_at",0.4756,0.5056561,"Not_Significant"
"213371_at",0.4756,-0.8378404,"Not_Significant"
"204040_at",0.4756,-0.6878198,"Not_Significant"
"213144_at",0.4756,-0.5926016,"Not_Significant"
"211516_at",0.4756,-0.6419969,"Not_Significant"
"220227_at",0.4756,-0.7115591,"Not_Significant"
"211432_s_at",0.4756,-0.7884395,"Not_Significant"
"218891_at",0.4761,0.5736973,"Not_Significant"
"215870_s_at",0.4762,-0.7535529,"Not_Significant"
"204071_s_at",0.4763,0.8931388,"Not_Significant"
"217186_at",0.4764,-0.6018765,"Not_Significant"
"216343_at",0.4769,-0.5091735,"Not_Significant"
"216888_at",0.4769,-0.6466548,"Not_Significant"
"215332_s_at",0.477,-0.8551326,"Not_Significant"
"221302_at",0.477,-1.1155741,"Not_Significant"
"215131_at",0.477,0.5808728,"Not_Significant"
"218846_at",0.477,0.6180083,"Not_Significant"
"210927_x_at",0.477,0.6237849,"Not_Significant"
"219980_at",0.477,0.6191967,"Not_Significant"
"212661_x_at",0.4777,0.571684,"Not_Significant"
"210646_x_at",0.4777,1.0218078,"Not_Significant"
"207458_at",0.4777,-0.4499768,"Not_Significant"
"219940_s_at",0.4777,0.4576301,"Not_Significant"
"216613_at",0.4777,-0.8248932,"Not_Significant"
"209112_at",0.4779,0.5237129,"Not_Significant"
"215231_at",0.478,-0.7236315,"Not_Significant"
"217711_at",0.478,-0.5149804,"Not_Significant"
"201068_s_at",0.478,0.6372926,"Not_Significant"
"201209_at",0.478,1.057122,"Not_Significant"
"218980_at",0.4783,0.7479817,"Not_Significant"
"217192_s_at",0.4783,-0.6002773,"Not_Significant"
"211936_at",0.4783,1.0655658,"Not_Significant"
"213217_at",0.4783,0.914172,"Not_Significant"
"201097_s_at",0.4783,0.6831145,"Not_Significant"
"218148_at",0.4783,-0.6875802,"Not_Significant"
"209364_at",0.4783,-1.0694794,"Not_Significant"
"209465_x_at",0.4783,0.5877191,"Not_Significant"
"41329_at",0.4783,0.660397,"Not_Significant"
"212331_at",0.4783,0.6477747,"Not_Significant"
"209571_at",0.4783,0.9605814,"Not_Significant"
"201578_at",0.4783,0.4860293,"Not_Significant"
"212476_at",0.4783,0.5129492,"Not_Significant"
"205246_at",0.4783,-0.8433166,"Not_Significant"
"204813_at",0.4783,-0.5824408,"Not_Significant"
"208269_s_at",0.4783,-0.6376906,"Not_Significant"
"211312_s_at",0.4783,-0.5466448,"Not_Significant"
"209679_s_at",0.4783,-0.8623986,"Not_Significant"
"221110_x_at",0.4783,-0.5344276,"Not_Significant"
"202014_at",0.4783,-0.695112,"Not_Significant"
"204601_at",0.4785,-0.7116274,"Not_Significant"
"205377_s_at",0.4785,-0.7817981,"Not_Significant"
"215268_at",0.4785,-0.8539299,"Not_Significant"
"212527_at",0.4785,-0.8112088,"Not_Significant"
"40569_at",0.4788,0.5585451,"Not_Significant"
"215780_s_at",0.4788,-0.6723418,"Not_Significant"
"212199_at",0.4788,0.5431233,"Not_Significant"
"204079_at",0.4788,-0.8024297,"Not_Significant"
"221771_s_at",0.4788,0.73663,"Not_Significant"
"222321_at",0.4788,0.7254808,"Not_Significant"
"AFFX-HUMGAPDH/M33197_5_at",0.4788,0.6686274,"Not_Significant"
"219775_s_at",0.4789,1.3196254,"Not_Significant"
"203107_x_at",0.4789,0.5795129,"Not_Significant"
"210444_at",0.4789,-0.8604474,"Not_Significant"
"214860_at",0.4789,-0.6380776,"Not_Significant"
"221934_s_at",0.4789,-0.5821717,"Not_Significant"
"218595_s_at",0.4789,0.6541021,"Not_Significant"
"218509_at",0.4789,-0.6891229,"Not_Significant"
"220846_s_at",0.4789,-0.495764,"Not_Significant"
"217859_s_at",0.4789,-0.9241137,"Not_Significant"
"209581_at",0.4792,-1.0590255,"Not_Significant"
"212236_x_at",0.4792,0.9369365,"Not_Significant"
"211365_s_at",0.4792,-0.6263332,"Not_Significant"
"209008_x_at",0.4792,1.0768862,"Not_Significant"
"219505_at",0.4792,-0.9412299,"Not_Significant"
"207861_at",0.4792,1.2464112,"Not_Significant"
"207387_s_at",0.4792,-1.4043371,"Not_Significant"
"220224_at",0.4792,-0.7051748,"Not_Significant"
"218095_s_at",0.4794,0.9766208,"Not_Significant"
"212907_at",0.4796,0.9586848,"Not_Significant"
"203082_at",0.4797,0.5678772,"Not_Significant"
"205459_s_at",0.4797,-1.0315941,"Not_Significant"
"211555_s_at",0.4797,-0.5392606,"Not_Significant"
"204547_at",0.4797,0.9751278,"Not_Significant"
"205488_at",0.4797,0.8852133,"Not_Significant"
"216864_at",0.4797,-0.9256249,"Not_Significant"
"206206_at",0.4797,-0.6459658,"Not_Significant"
"214087_s_at",0.4797,1.1494123,"Not_Significant"
"217702_at",0.4797,-0.4965944,"Not_Significant"
"201652_at",0.4799,0.7822686,"Not_Significant"
"211412_at",0.4804,-0.7892408,"Not_Significant"
"221702_s_at",0.4804,0.6411896,"Not_Significant"
"205343_at",0.481,-1.1193618,"Not_Significant"
"211302_s_at",0.481,-0.6198334,"Not_Significant"
"221024_s_at",0.481,1.5626341,"Not_Significant"
"212576_at",0.481,0.8428823,"Not_Significant"
"220761_s_at",0.481,1.1635492,"Not_Significant"
"204551_s_at",0.481,-1.1660549,"Not_Significant"
"201993_x_at",0.481,1.0650872,"Not_Significant"
"214865_at",0.481,-0.5577066,"Not_Significant"
"208658_at",0.481,0.4464852,"Not_Significant"
"202483_s_at",0.481,0.7106704,"Not_Significant"
"216871_at",0.481,-0.5426369,"Not_Significant"
"204388_s_at",0.4812,-1.0400627,"Not_Significant"
"211483_x_at",0.4812,-0.7917057,"Not_Significant"
"59999_at",0.4812,0.9947645,"Not_Significant"
"209753_s_at",0.4812,-0.6257551,"Not_Significant"
"215205_x_at",0.4812,-0.5520127,"Not_Significant"
"219448_at",0.4812,-0.8445328,"Not_Significant"
"213226_at",0.4812,0.8193762,"Not_Significant"
"220461_at",0.4812,-0.6222762,"Not_Significant"
"220191_at",0.4812,-1.1809604,"Not_Significant"
"215450_at",0.482,-1.0124347,"Not_Significant"
"210212_x_at",0.4825,-0.9866764,"Not_Significant"
"208804_s_at",0.4826,0.5370007,"Not_Significant"
"202046_s_at",0.4826,-0.7008494,"Not_Significant"
"219392_x_at",0.4826,0.8520222,"Not_Significant"
"206150_at",0.4826,-0.8439183,"Not_Significant"
"201698_s_at",0.4828,0.8894142,"Not_Significant"
"209511_at",0.4828,0.9906253,"Not_Significant"
"220729_at",0.4828,0.5980805,"Not_Significant"
"207773_x_at",0.4828,-0.7142082,"Not_Significant"
"203379_at",0.4828,-0.4646383,"Not_Significant"
"217513_at",0.4828,-0.784256,"Not_Significant"
"210841_s_at",0.4828,-0.723758,"Not_Significant"
"205892_s_at",0.483,-0.6413925,"Not_Significant"
"201071_x_at",0.483,0.7391531,"Not_Significant"
"218291_at",0.4834,-0.8228985,"Not_Significant"
"215740_at",0.4847,-0.7737831,"Not_Significant"
"217374_x_at",0.4847,-0.7392717,"Not_Significant"
"213468_at",0.4849,-0.9019831,"Not_Significant"
"221727_at",0.4849,1.180961,"Not_Significant"
"213025_at",0.4849,0.5297824,"Not_Significant"
"216719_s_at",0.4849,-0.9766026,"Not_Significant"
"220304_s_at",0.4849,-0.7548897,"Not_Significant"
"200065_s_at",0.4849,1.3098657,"Not_Significant"
"210545_at",0.4849,-0.5880421,"Not_Significant"
"208485_x_at",0.4849,-0.5353123,"Not_Significant"
"216044_x_at",0.4849,-0.6990035,"Not_Significant"
"217111_at",0.4849,-0.6889796,"Not_Significant"
"215393_s_at",0.4851,-1.2976014,"Not_Significant"
"215544_s_at",0.4851,-1.0696439,"Not_Significant"
"221308_at",0.4851,-0.6264606,"Not_Significant"
"202800_at",0.4851,-1.2995135,"Not_Significant"
"221292_at",0.4851,-0.6686837,"Not_Significant"
"210201_x_at",0.4851,-1.209044,"Not_Significant"
"209898_x_at",0.4851,0.556881,"Not_Significant"
"206519_x_at",0.4851,-0.5712993,"Not_Significant"
"39549_at",0.4851,0.8389128,"Not_Significant"
"203516_at",0.4851,-0.8231495,"Not_Significant"
"218053_at",0.4851,0.5773659,"Not_Significant"
"221207_s_at",0.4855,0.5053985,"Not_Significant"
"207302_at",0.4858,-0.6588567,"Not_Significant"
"202670_at",0.4858,1.1883028,"Not_Significant"
"209837_at",0.4861,-0.6549295,"Not_Significant"
"203689_s_at",0.4861,0.6241657,"Not_Significant"
"210916_s_at",0.4861,1.2479532,"Not_Significant"
"207570_at",0.4861,-0.9232787,"Not_Significant"
"217455_s_at",0.4861,-0.9042824,"Not_Significant"
"206215_at",0.4861,-0.6530704,"Not_Significant"
"217202_s_at",0.4861,-1.8771786,"Not_Significant"
"205352_at",0.4861,1.2035038,"Not_Significant"
"217232_x_at",0.4861,-1.7039472,"Not_Significant"
"207332_s_at",0.4861,0.7102358,"Not_Significant"
"214302_x_at",0.4861,-0.4162416,"Not_Significant"
"205932_s_at",0.4861,-1.1347854,"Not_Significant"
"220118_at",0.4861,-0.6142597,"Not_Significant"
"218841_at",0.4861,-0.9555422,"Not_Significant"
"201749_at",0.4861,0.9894404,"Not_Significant"
"215124_at",0.4861,-0.7528398,"Not_Significant"
"208757_at",0.4861,0.6457927,"Not_Significant"
"210088_x_at",0.4861,-0.6487786,"Not_Significant"
"221411_at",0.4862,-0.6253711,"Not_Significant"
"212318_at",0.4862,-0.5460995,"Not_Significant"
"210766_s_at",0.4863,0.9793619,"Not_Significant"
"203871_at",0.4863,-0.8006086,"Not_Significant"
"200071_at",0.4872,1.0380388,"Not_Significant"
"214720_x_at",0.4872,-0.8720203,"Not_Significant"
"219249_s_at",0.4872,-0.5584584,"Not_Significant"
"210822_at",0.4872,-0.7005335,"Not_Significant"
"218186_at",0.4872,1.7179738,"Not_Significant"
"209686_at",0.4878,-1.0424888,"Not_Significant"
"202995_s_at",0.4878,-0.5965389,"Not_Significant"
"202961_s_at",0.4878,1.801931,"Not_Significant"
"203580_s_at",0.4878,-0.7322843,"Not_Significant"
"216194_s_at",0.4878,1.0648814,"Not_Significant"
"220175_s_at",0.4878,0.9016455,"Not_Significant"
"212367_at",0.4878,0.5817741,"Not_Significant"
"218269_at",0.4878,0.5868017,"Not_Significant"
"219737_s_at",0.4878,-0.9707303,"Not_Significant"
"215240_at",0.4878,-0.8617163,"Not_Significant"
"212219_at",0.4878,1.5311478,"Not_Significant"
"206052_s_at",0.4884,1.0761574,"Not_Significant"
"214942_at",0.4884,-0.4899827,"Not_Significant"
"211166_at",0.4885,-0.729139,"Not_Significant"
"204866_at",0.4885,0.9708849,"Not_Significant"
"214754_at",0.4886,-0.4807192,"Not_Significant"
"222256_s_at",0.4886,-0.5621685,"Not_Significant"
"201737_s_at",0.4886,0.6637355,"Not_Significant"
"209227_at",0.4886,-0.5652627,"Not_Significant"
"221175_at",0.4886,-0.949942,"Not_Significant"
"204254_s_at",0.4886,-0.8816708,"Not_Significant"
"209588_at",0.4886,-0.7530916,"Not_Significant"
"222161_at",0.4886,-1.2967753,"Not_Significant"
"202171_at",0.4886,0.7065375,"Not_Significant"
"213910_at",0.4886,-0.7689008,"Not_Significant"
"212408_at",0.4886,0.5495784,"Not_Significant"
"220787_at",0.4886,-0.8089968,"Not_Significant"
"205468_s_at",0.4886,-0.4972865,"Not_Significant"
"200749_at",0.4886,1.2910341,"Not_Significant"
"214167_s_at",0.4886,0.7083345,"Not_Significant"
"213913_s_at",0.4886,1.3685296,"Not_Significant"
"209871_s_at",0.4886,-0.7157951,"Not_Significant"
"34697_at",0.4886,0.7685314,"Not_Significant"
"213933_at",0.4886,-1.2756363,"Not_Significant"
"201870_at",0.4886,-0.582952,"Not_Significant"
"217586_x_at",0.4886,0.9891273,"Not_Significant"
"203194_s_at",0.4886,-1.2362015,"Not_Significant"
"216290_x_at",0.4886,1.1941795,"Not_Significant"
"214143_x_at",0.4886,0.5923177,"Not_Significant"
"201785_at",0.4886,-0.5009633,"Not_Significant"
"216015_s_at",0.4886,-0.4965975,"Not_Significant"
"214473_x_at",0.4886,1.168158,"Not_Significant"
"214016_s_at",0.4886,0.7358673,"Not_Significant"
"201793_x_at",0.4886,-0.9559399,"Not_Significant"
"204455_at",0.4886,1.7381801,"Not_Significant"
"208266_at",0.4886,-1.108948,"Not_Significant"
"220655_at",0.4886,-1.2729312,"Not_Significant"
"203201_at",0.4889,-0.9985777,"Not_Significant"
"210788_s_at",0.4889,0.7860346,"Not_Significant"
"204192_at",0.4889,-0.7503409,"Not_Significant"
"213311_s_at",0.4889,1.5662819,"Not_Significant"
"202918_s_at",0.4889,1.6393724,"Not_Significant"
"220648_at",0.4889,-1.2360631,"Not_Significant"
"207051_at",0.4889,-0.7087897,"Not_Significant"
"218381_s_at",0.4889,0.9809928,"Not_Significant"
"222342_at",0.4889,-0.9188441,"Not_Significant"
"202287_s_at",0.4889,-1.3478005,"Not_Significant"
"221509_at",0.4889,0.6135189,"Not_Significant"
"201816_s_at",0.4889,1.5320826,"Not_Significant"
"220740_s_at",0.4889,-0.560549,"Not_Significant"
"207418_s_at",0.4889,-0.5581976,"Not_Significant"
"213971_s_at",0.4889,0.6470304,"Not_Significant"
"221442_at",0.4889,-1.3011658,"Not_Significant"
"205392_s_at",0.4889,-0.7924082,"Not_Significant"
"201985_at",0.4889,-0.5954211,"Not_Significant"
"207594_s_at",0.4889,-0.5111906,"Not_Significant"
"214736_s_at",0.4889,0.9982894,"Not_Significant"
"221691_x_at",0.4889,0.9727509,"Not_Significant"
"202174_s_at",0.4889,1.0080593,"Not_Significant"
"206792_x_at",0.4889,0.5855212,"Not_Significant"
"221947_at",0.4889,-0.677676,"Not_Significant"
"212713_at",0.4889,-0.6750918,"Not_Significant"
"213926_s_at",0.4889,-0.591247,"Not_Significant"
"203911_at",0.4889,0.6874193,"Not_Significant"
"207121_s_at",0.4889,0.9714883,"Not_Significant"
"215934_at",0.4889,-0.4395902,"Not_Significant"
"205540_s_at",0.4889,-0.5415165,"Not_Significant"
"217275_at",0.4889,-0.6380749,"Not_Significant"
"200594_x_at",0.4889,0.4628822,"Not_Significant"
"216768_x_at",0.4889,-0.7322794,"Not_Significant"
"201228_s_at",0.4889,1.1759878,"Not_Significant"
"220986_s_at",0.4889,-0.5868962,"Not_Significant"
"209607_x_at",0.4889,-0.4973153,"Not_Significant"
"206798_x_at",0.4889,-0.8208393,"Not_Significant"
"204700_x_at",0.4889,0.9132586,"Not_Significant"
"AFFX-r2-Bs-lys-5_at",0.4889,-0.9279798,"Not_Significant"
"219776_s_at",0.4889,-0.7558548,"Not_Significant"
"208874_x_at",0.4889,-0.5286762,"Not_Significant"
"215853_at",0.4889,-0.8820356,"Not_Significant"
"32088_at",0.4889,1.2511016,"Not_Significant"
"209259_s_at",0.4889,0.7794729,"Not_Significant"
"217656_at",0.4889,0.9407918,"Not_Significant"
"218943_s_at",0.4889,-0.9514173,"Not_Significant"
"221458_at",0.4889,-0.5845967,"Not_Significant"
"214393_at",0.4889,-1.1267989,"Not_Significant"
"207164_s_at",0.4889,0.593407,"Not_Significant"
"208686_s_at",0.4889,-0.8528503,"Not_Significant"
"205417_s_at",0.4889,0.6938215,"Not_Significant"
"205725_at",0.4889,-1.0641732,"Not_Significant"
"220638_s_at",0.4889,-0.7012837,"Not_Significant"
"202706_s_at",0.4889,0.7173269,"Not_Significant"
"203693_s_at",0.4889,1.1786288,"Not_Significant"
"205807_s_at",0.4889,0.5680387,"Not_Significant"
"209699_x_at",0.4889,-1.8777524,"Not_Significant"
"213236_at",0.4889,-1.0314685,"Not_Significant"
"211812_s_at",0.4889,-0.6335995,"Not_Significant"
"202595_s_at",0.4889,1.0069433,"Not_Significant"
"215009_s_at",0.4889,0.6465795,"Not_Significant"
"218055_s_at",0.4889,1.1108892,"Not_Significant"
"212782_x_at",0.4889,-0.6387208,"Not_Significant"
"209360_s_at",0.4889,0.933132,"Not_Significant"
"201817_at",0.4889,0.5621647,"Not_Significant"
"202432_at",0.4889,1.0465131,"Not_Significant"
"221372_s_at",0.4889,-0.6719736,"Not_Significant"
"208980_s_at",0.4889,0.9986467,"Not_Significant"
"208041_at",0.4889,-0.9862435,"Not_Significant"
"215017_s_at",0.4889,1.1278649,"Not_Significant"
"204697_s_at",0.4889,-0.7341413,"Not_Significant"
"208367_x_at",0.4889,-0.4942819,"Not_Significant"
"218379_at",0.4889,0.6445882,"Not_Significant"
"212608_s_at",0.4889,0.8303119,"Not_Significant"
"201498_at",0.4889,1.0959097,"Not_Significant"
"208866_at",0.4889,0.5235483,"Not_Significant"
"200681_at",0.4889,1.0282805,"Not_Significant"
"201275_at",0.4889,1.6863665,"Not_Significant"
"212499_s_at",0.4889,0.9381134,"Not_Significant"
"213806_at",0.4889,-0.6125462,"Not_Significant"
"211303_x_at",0.4889,-0.6508271,"Not_Significant"
"215529_x_at",0.4889,0.6410617,"Not_Significant"
"200597_at",0.4889,0.5739997,"Not_Significant"
"200699_at",0.4889,0.5612819,"Not_Significant"
"214970_s_at",0.4889,-1.4568186,"Not_Significant"
"205550_s_at",0.4889,-0.4753283,"Not_Significant"
"207503_at",0.4889,-0.6813186,"Not_Significant"
"209064_x_at",0.4889,0.6901424,"Not_Significant"
"206402_s_at",0.4889,-0.5085095,"Not_Significant"
"213574_s_at",0.4889,1.0059689,"Not_Significant"
"201084_s_at",0.4889,0.5248826,"Not_Significant"
"221165_s_at",0.4889,-0.4732948,"Not_Significant"
"205420_at",0.4889,1.422554,"Not_Significant"
"217063_x_at",0.4889,-1.0966269,"Not_Significant"
"200706_s_at",0.4889,0.7474691,"Not_Significant"
"218312_s_at",0.4889,1.0394901,"Not_Significant"
"217797_at",0.4889,1.5813355,"Not_Significant"
"220651_s_at",0.4889,-0.7893572,"Not_Significant"
"219133_at",0.4889,-0.5208835,"Not_Significant"
"206803_at",0.4889,-0.5715095,"Not_Significant"
"214896_at",0.4889,-0.9422507,"Not_Significant"
"203435_s_at",0.4889,-0.7899515,"Not_Significant"
"210759_s_at",0.4889,0.7647273,"Not_Significant"
"218210_at",0.4889,1.1354368,"Not_Significant"
"214935_at",0.4889,-1.1398374,"Not_Significant"
"215142_at",0.4889,-0.9442585,"Not_Significant"
"209039_x_at",0.4889,-0.651164,"Not_Significant"
"206734_at",0.4889,-0.8837045,"Not_Significant"
"202642_s_at",0.4889,1.0351917,"Not_Significant"
"207003_at",0.4889,-0.7733619,"Not_Significant"
"221880_s_at",0.4889,1.2688127,"Not_Significant"
"201962_s_at",0.4889,-0.7092788,"Not_Significant"
"221763_at",0.4889,1.0579545,"Not_Significant"
"219681_s_at",0.4889,1.5551024,"Not_Significant"
"208206_s_at",0.4889,-0.5980323,"Not_Significant"
"210710_at",0.4889,-0.8429256,"Not_Significant"
"218859_s_at",0.4889,0.6550952,"Not_Significant"
"218040_at",0.4889,1.0122392,"Not_Significant"
"200724_at",0.4889,-0.9298823,"Not_Significant"
"211249_at",0.4889,0.6173062,"Not_Significant"
"219530_at",0.4889,1.0372544,"Not_Significant"
"208094_s_at",0.4889,-0.524868,"Not_Significant"
"204590_x_at",0.4889,-0.5744551,"Not_Significant"
"201422_at",0.4889,0.6053067,"Not_Significant"
"211995_x_at",0.4889,0.6132547,"Not_Significant"
"222223_s_at",0.4889,0.7936916,"Not_Significant"
"211570_s_at",0.4889,1.3678531,"Not_Significant"
"215253_s_at",0.4889,0.9895922,"Not_Significant"
"219169_s_at",0.4889,0.5897307,"Not_Significant"
"217041_at",0.4889,-0.7139416,"Not_Significant"
"202477_s_at",0.4889,0.8093738,"Not_Significant"
"215033_at",0.4889,-0.5681118,"Not_Significant"
"221885_at",0.4889,-0.8315257,"Not_Significant"
"221794_at",0.4889,-0.5006888,"Not_Significant"
"202246_s_at",0.4889,0.777371,"Not_Significant"
"202054_s_at",0.4889,1.0670513,"Not_Significant"
"209758_s_at",0.4889,-0.5856625,"Not_Significant"
"200599_s_at",0.4889,0.8041218,"Not_Significant"
"208635_x_at",0.4889,0.7145325,"Not_Significant"
"208772_at",0.4889,1.0595792,"Not_Significant"
"211240_x_at",0.4889,0.5365358,"Not_Significant"
"AFFX-HUMGAPDH/M33197_M_at",0.4889,1.260827,"Not_Significant"
"218423_x_at",0.4889,1.289072,"Not_Significant"
"213959_s_at",0.4889,-0.8907609,"Not_Significant"
"208771_s_at",0.4889,0.8137825,"Not_Significant"
"210699_at",0.4889,-1.2493788,"Not_Significant"
"214661_s_at",0.4889,0.5949317,"Not_Significant"
"202660_at",0.4889,0.7254991,"Not_Significant"
"201657_at",0.4889,1.6620558,"Not_Significant"
"216254_at",0.4889,-0.7939095,"Not_Significant"
"209527_at",0.4889,0.7755863,"Not_Significant"
"217646_at",0.4889,-0.4842681,"Not_Significant"
"212297_at",0.4889,0.7268081,"Not_Significant"
"201745_at",0.4889,0.5361759,"Not_Significant"
"214032_at",0.4889,-0.7484107,"Not_Significant"
"217675_at",0.4889,-0.4440238,"Not_Significant"
"206555_s_at",0.4889,1.0174331,"Not_Significant"
"216972_at",0.4889,-0.9210085,"Not_Significant"
"206645_s_at",0.4889,-0.9905522,"Not_Significant"
"220525_s_at",0.4889,1.0216625,"Not_Significant"
"201465_s_at",0.4889,-1.9536257,"Not_Significant"
"209190_s_at",0.4889,0.9064001,"Not_Significant"
"204089_x_at",0.4891,1.0585816,"Not_Significant"
"200040_at",0.4897,0.7739435,"Not_Significant"
"212753_at",0.4902,0.6436679,"Not_Significant"
"221448_s_at",0.4904,-0.6927655,"Not_Significant"
"207684_at",0.4904,-1.2069905,"Not_Significant"
"208273_at",0.4908,-0.4933028,"Not_Significant"
"205091_x_at",0.4908,0.8348975,"Not_Significant"
"216376_x_at",0.4908,-1.0828497,"Not_Significant"
"203625_x_at",0.4908,1.0236121,"Not_Significant"
"203774_at",0.4908,0.8989568,"Not_Significant"
"218478_s_at",0.4908,0.5654712,"Not_Significant"
"207840_at",0.4908,-0.5526189,"Not_Significant"
"216231_s_at",0.4908,0.8908997,"Not_Significant"
"218669_at",0.4908,1.3831042,"Not_Significant"
"211422_at",0.4908,-1.0658267,"Not_Significant"
"211486_s_at",0.4908,-0.6077437,"Not_Significant"
"220113_x_at",0.4908,0.6162789,"Not_Significant"
"206602_s_at",0.4908,-1.0799092,"Not_Significant"
"220714_at",0.4908,-0.6199198,"Not_Significant"
"212978_at",0.4908,0.9052802,"Not_Significant"
"206799_at",0.4908,1.0474717,"Not_Significant"
"207439_s_at",0.4908,0.6740195,"Not_Significant"
"205682_x_at",0.4908,-0.4727425,"Not_Significant"
"222362_at",0.4908,-0.4973479,"Not_Significant"
"221297_at",0.4908,-0.5489799,"Not_Significant"
"208950_s_at",0.4908,1.6030262,"Not_Significant"
"211379_x_at",0.4908,0.7884712,"Not_Significant"
"211772_x_at",0.4908,-0.5528148,"Not_Significant"
"222352_at",0.4908,0.5755347,"Not_Significant"
"212891_s_at",0.4908,-0.6248263,"Not_Significant"
"203806_s_at",0.4908,-0.670557,"Not_Significant"
"214169_at",0.4908,-1.1836092,"Not_Significant"
"220733_at",0.4908,-0.6162928,"Not_Significant"
"46142_at",0.4908,-0.5110548,"Not_Significant"
"219173_at",0.4908,0.8329463,"Not_Significant"
"204075_s_at",0.4908,-0.8929135,"Not_Significant"
"36545_s_at",0.4908,0.9779951,"Not_Significant"
"205394_at",0.4908,-0.4985886,"Not_Significant"
"213852_at",0.4908,0.6063549,"Not_Significant"
"206857_s_at",0.4908,-0.5408964,"Not_Significant"
"211708_s_at",0.4908,-0.5853456,"Not_Significant"
"218556_at",0.4908,-0.5438279,"Not_Significant"
"218783_at",0.4908,1.0214131,"Not_Significant"
"202414_at",0.4908,0.7338746,"Not_Significant"
"205747_at",0.4908,-1.0400501,"Not_Significant"
"220475_at",0.4908,-0.7890378,"Not_Significant"
"216812_at",0.4908,-1.1408836,"Not_Significant"
"202505_at",0.4908,0.5632437,"Not_Significant"
