Gene_Id,padj,logFC
1561091_at,0.208634,-0.6097474
233406_at,0.208661,-0.5887457
1552602_at,0.208674,-0.7360591
238649_at,0.208683,-0.7029282
218887_at,0.20873,-0.2948304
207293_s_at,0.208762,-1.0377879
223685_s_at,0.208829,-0.386011
211110_s_at,0.208903,-0.742065
232041_at,0.208913,-0.8927086
209623_at,0.20896,-0.3464576
215549_x_at,0.20896,-0.5506598
230140_at,0.208985,-1.41649
207160_at,0.209056,0.7538239
241017_at,0.209084,-0.6062397
241886_x_at,0.209084,-1.4806757
230757_at,0.209084,-0.5474036
213512_at,0.209188,0.6685073
236620_at,0.209208,0.2785997
240566_at,0.209283,-0.4953516
1556727_at,0.209283,-0.5005857
229105_at,0.209283,-0.702731
215574_at,0.209283,-0.907981
233251_at,0.209315,-0.5558866
238468_at,0.209322,-0.3278686
1563082_at,0.209322,0.9821987
234058_at,0.209322,-1.0023868
226661_at,0.209322,0.856325
223691_at,0.209424,-0.9724529
211472_at,0.209502,-0.9609484
226333_at,0.209541,-0.5426058
205167_s_at,0.209572,0.973107
1552990_at,0.209572,-0.5746032
1555890_at,0.209588,-0.9609894
225960_at,0.209624,-0.7854226
229811_at,0.209629,0.3498403
240970_x_at,0.209629,-1.2450845
1570282_at,0.209653,-0.945706
227216_at,0.209662,-1.1174425
225677_at,0.209662,0.329532
1560872_at,0.209676,-0.8324222
202236_s_at,0.209676,-0.6273599
204783_at,0.209676,0.6922436
219009_at,0.209698,-0.4171684
1557257_at,0.209698,-0.5148308
211821_x_at,0.209704,-1.3705892
1570537_a_at,0.209706,-1.0424087
227049_at,0.209706,-0.3879843
227486_at,0.209707,0.7896131
203358_s_at,0.209707,0.6601196
211487_x_at,0.209724,-0.2237709
230885_at,0.209736,-0.4001833
226602_s_at,0.209736,-0.4067479
1565715_at,0.209736,1.0122866
224873_s_at,0.209748,-0.3736246
1557588_at,0.209776,-1.2133129
215333_x_at,0.209776,-0.4823207
1554201_at,0.209859,-0.547562
234641_at,0.209859,-0.9090244
217680_x_at,0.209859,-1.1699434
1557618_at,0.20987,-1.0845217
232121_at,0.20987,-0.5081188
217847_s_at,0.20987,0.6209194
208198_x_at,0.20987,-1.0154184
222345_at,0.20987,-1.2939054
203052_at,0.20987,0.7051262
232221_x_at,0.20987,-0.2991982
203429_s_at,0.209874,0.3001295
221952_x_at,0.209956,0.3618813
212144_at,0.209983,0.4540296
219954_s_at,0.209983,-1.8884975
217080_s_at,0.209983,-0.9644479
205431_s_at,0.209983,-0.9874714
244662_at,0.209996,-0.5707287
228418_at,0.209996,0.3377955
209295_at,0.209996,0.5621012
1552947_x_at,0.21001,1.1729251
210821_x_at,0.210069,0.9792432
225717_at,0.210095,0.3586819
1569963_at,0.210095,-0.7223591
232060_at,0.210154,-0.7678806
1554250_s_at,0.210183,-0.5829901
1561059_a_at,0.210248,-0.8612303
242980_at,0.210379,-1.1598908
224292_at,0.210473,-1.0080445
215312_at,0.210571,-1.4121577
222686_s_at,0.210612,0.4521735
230350_at,0.210673,-0.3640211
209749_s_at,0.210681,-0.9084401
217077_s_at,0.210681,-1.105564
232591_s_at,0.210681,0.3911093
223983_s_at,0.210681,0.8869783
203238_s_at,0.210681,0.5406995
215881_x_at,0.210681,-0.6090023
229050_s_at,0.210681,0.609833
230058_at,0.210681,0.3237362
211739_x_at,0.210681,-1.4910841
231136_at,0.210681,-1.0447772
210103_s_at,0.210681,-1.1163261
226600_at,0.210681,0.2666947
219623_at,0.210681,0.4798846
1553695_a_at,0.210681,0.8227889
1566454_at,0.210686,-0.504782
214414_x_at,0.210686,-0.9427885
1556021_at,0.210698,0.4990235
239002_at,0.210698,1.0309207
207821_s_at,0.210698,0.265058
206999_at,0.210698,-0.7472266
1553158_at,0.210708,0.5519965
226626_at,0.210893,0.3850948
202026_at,0.210893,-0.2855014
1556698_a_at,0.210893,0.3118343
204108_at,0.210893,0.5798932
215730_at,0.210893,-0.7986435
213203_at,0.210893,0.2986973
234822_at,0.210893,-1.1613421
237287_at,0.210893,-0.7453947
229659_s_at,0.210893,-1.1222468
232230_at,0.210893,-0.5386417
209582_s_at,0.210893,0.5134721
203279_at,0.210893,-0.4647297
239471_at,0.210893,-0.4842442
210049_at,0.210897,-0.676148
228496_s_at,0.210897,0.3974621
224725_at,0.210897,0.318633
233476_at,0.210897,-0.3663685
236363_at,0.210913,-0.4873878
208882_s_at,0.210923,0.3342826
236560_at,0.210936,-0.3745844
216160_at,0.210938,-0.6620191
223401_at,0.210949,-0.4514793
231395_at,0.210987,-0.9765014
203377_s_at,0.210987,0.3911524
225231_at,0.210995,0.3453253
234764_x_at,0.211026,-1.7267069
241361_at,0.211026,0.7271818
220790_s_at,0.211049,-0.9163445
230001_at,0.211097,-0.43518
238140_at,0.211097,-0.4274683
209560_s_at,0.211106,1.6562834
216522_at,0.211176,0.8014676
200744_s_at,0.211271,0.5001666
216459_x_at,0.211272,-0.5164681
207305_s_at,0.211348,-0.2986114
209063_x_at,0.211421,0.3168063
222201_s_at,0.211434,0.2926977
219857_at,0.211449,2.0066476
239257_at,0.211456,1.0469711
231760_at,0.211456,-1.0392396
237899_at,0.211456,-1.0809632
227333_at,0.211489,0.3528358
235396_at,0.211489,-0.2825506
231797_at,0.211498,1.367005
237231_at,0.211555,-0.4212708
227924_at,0.211603,-0.3563816
235273_at,0.211608,0.6764483
242099_at,0.211655,-0.5180189
1564746_at,0.211655,0.6467316
231895_at,0.211655,0.5750799
223629_at,0.211706,0.9662381
214136_at,0.211735,-0.5243854
241463_at,0.211749,-1.1154904
229708_at,0.211761,-0.9613119
242026_at,0.211761,-0.4817663
1563978_at,0.211778,-1.4288651
1557685_at,0.211785,0.3319776
226203_at,0.211785,0.3916986
241600_at,0.211836,-0.8808586
203278_s_at,0.211894,0.3635553
207674_at,0.211894,-1.4457117
1570490_at,0.21191,-0.8533145
218432_at,0.211984,-0.282767
241002_at,0.211984,-0.6795782
209708_at,0.211997,0.6407935
213543_at,0.211997,0.771838
205641_s_at,0.212019,-0.3452043
227236_at,0.212033,0.722656
1569876_at,0.212132,-1.0678363
1556768_at,0.212193,-0.6058761
202382_s_at,0.212193,0.3677017
1560579_s_at,0.212388,0.8095365
1553686_at,0.212462,-0.8293321
236220_at,0.212462,-1.6247945
244432_at,0.212462,-1.2207804
241847_at,0.212542,0.9066472
219217_at,0.212548,0.5334841
217052_x_at,0.212565,-0.4457852
213422_s_at,0.212565,0.4790372
237586_at,0.212565,-0.425465
217296_at,0.21267,-0.8626905
234466_at,0.212692,-0.9710263
222047_s_at,0.212692,0.3922021
232842_at,0.21272,-0.4873894
202084_s_at,0.21272,-0.3659698
229097_at,0.212739,-0.8022745
221828_s_at,0.212757,1.058233
240965_at,0.212772,-0.3821679
1555781_at,0.212846,-0.4686612
207259_at,0.212854,-1.6953619
1553046_s_at,0.212909,1.0549314
208639_x_at,0.212944,0.4172528
242783_at,0.212951,-0.6479992
1494_f_at,0.212957,-0.5563436
201786_s_at,0.213012,0.3413637
210259_s_at,0.213048,-1.1242561
216044_x_at,0.213048,-0.5173091
1555192_at,0.213048,0.3995802
1566138_at,0.213106,-0.8692727
221182_at,0.213107,-1.1643392
1564758_at,0.213198,-1.4784701
1557738_at,0.213238,-0.4926294
227247_at,0.213263,0.4114024
209464_at,0.213295,0.7435642
216428_x_at,0.213323,-0.9922791
239189_at,0.213327,0.9264545
235344_at,0.213346,-0.4766376
1553881_at,0.213387,-0.4136492
211636_at,0.213455,-1.0938374
230584_at,0.213524,-1.1016745
1561891_at,0.21359,-1.021018
1555823_at,0.213653,-0.3714583
204480_s_at,0.213653,0.4850447
204631_at,0.213653,-1.2734263
202923_s_at,0.213653,-0.395284
237527_at,0.213668,-1.4050892
236732_at,0.213679,-0.4357865
1558021_at,0.213786,0.4970404
226946_at,0.213809,-0.4550963
223701_s_at,0.21383,-0.3006664
234353_at,0.21383,-0.9622667
1558473_at,0.213914,-1.1074421
241471_at,0.213971,-1.1546836
203071_at,0.213971,-0.9520381
1564067_x_at,0.213974,-1.1581776
241280_at,0.214007,-0.5628073
219381_at,0.214007,0.6695874
225007_at,0.214025,-0.3052968
233595_at,0.214062,0.285921
228559_at,0.214062,0.5072614
217035_at,0.214062,-0.5519885
215454_x_at,0.214067,-0.9177158
48531_at,0.214067,-0.2589036
240582_x_at,0.214071,-1.318713
215838_at,0.214193,0.826458
213320_at,0.214218,0.4253873
235072_s_at,0.21427,0.4924071
214802_at,0.21427,0.3947167
213049_at,0.214306,-0.2891636
232748_at,0.214306,-0.8368335
208339_at,0.214306,1.4449728
1554865_at,0.214306,-1.1636591
1554245_x_at,0.214306,0.4999079
1555226_s_at,0.214306,0.3096127
242435_at,0.214306,-0.8820341
202069_s_at,0.214306,0.4293627
221918_at,0.214306,0.3097989
205809_s_at,0.214306,-0.352766
1559289_at,0.214306,-0.6578078
1559201_a_at,0.214306,-0.5664869
224342_x_at,0.214306,-1.2916475
239594_at,0.214306,-1.2996209
1561860_at,0.21431,-1.4670215
213440_at,0.214374,-0.3990534
1558391_s_at,0.214398,0.7701898
1554681_a_at,0.214415,-0.8065196
234293_x_at,0.214423,-0.872396
210532_s_at,0.214459,-0.2566816
206550_s_at,0.214462,0.4645056
239411_at,0.214518,0.3942519
212062_at,0.214615,0.45584
232834_at,0.214616,-0.4473166
1558300_at,0.214616,-1.0154804
1554648_a_at,0.214616,-1.4356424
209396_s_at,0.214616,1.2262227
228398_at,0.21462,-0.4355472
1553898_a_at,0.21462,-1.3051792
226406_at,0.214712,-0.3403295
241850_at,0.214768,-1.2926002
209853_s_at,0.214858,0.4539869
235544_x_at,0.214858,-0.6400164
1564050_at,0.214882,1.1338397
212879_x_at,0.214882,0.405547
242421_at,0.214901,-0.4113382
218211_s_at,0.214934,-1.4073728
239233_at,0.214934,0.7723602
231525_at,0.214981,-1.1254571
233433_at,0.214982,-0.733593
1555968_a_at,0.215007,-1.0825434
225065_x_at,0.215007,-0.4652896
1569030_s_at,0.215007,0.7867462
237373_at,0.215065,1.0009238
225085_at,0.215065,0.4291585
1562396_at,0.215065,-1.2779008
1563842_at,0.21511,0.933792
203841_x_at,0.21511,-0.5128147
230404_at,0.21511,-0.7473873
204441_s_at,0.215225,0.3267622
214737_x_at,0.215225,0.3247516
214964_at,0.215256,0.5541426
228531_at,0.215256,-0.6742529
1562943_at,0.215256,-1.0841674
210712_at,0.215256,-1.220851
210707_x_at,0.215298,0.3441562
239204_at,0.215298,0.8282317
223893_at,0.215301,-1.2866852
227299_at,0.215332,-0.4077008
220094_s_at,0.21536,0.5016529
210992_x_at,0.215389,0.5567348
235361_at,0.215389,-0.471528
243862_at,0.215421,-0.6906013
234360_at,0.215443,-0.5734947
212212_s_at,0.215445,0.3365685
242908_x_at,0.215463,-0.7463858
1555368_x_at,0.215463,-0.953388
221013_s_at,0.215479,-0.6503427
212214_at,0.215481,-0.3593737
221283_at,0.215499,-1.0803734
1562255_at,0.21554,-0.6306295
201740_at,0.21554,-0.3149744
236195_x_at,0.21554,-0.5618453
231276_at,0.21554,-0.7733051
1557892_at,0.21554,-0.4260163
244696_at,0.21557,-1.2503451
228391_at,0.215596,-0.5526689
217095_x_at,0.215618,-1.1942854
241438_at,0.215618,-0.3671402
238390_at,0.215632,-1.4123115
209660_at,0.215716,-1.3822619
231626_at,0.215766,-1.1643632
225857_s_at,0.215841,0.5359984
228197_at,0.215842,-0.9335652
207770_x_at,0.215844,1.183776
221861_at,0.215955,-0.5309551
241523_at,0.215955,-1.1140882
209472_at,0.215955,-0.3757748
1553529_at,0.215965,-1.2789979
221427_s_at,0.215972,0.9281018
215358_x_at,0.215984,0.3729983
243632_at,0.216016,-1.3394575
222942_s_at,0.216269,-0.5787278
1563061_at,0.216269,-1.2889138
1554307_at,0.216269,-1.436376
244205_at,0.216269,-0.7095119
201988_s_at,0.216269,-0.3186008
232530_at,0.216295,0.4592628
231824_at,0.216323,-0.4055467
1558956_s_at,0.216323,0.2870246
242452_at,0.216338,0.9893013
214729_at,0.216343,0.5181175
212546_s_at,0.216343,-0.3605676
223313_s_at,0.216363,0.6236401
227022_at,0.216363,-0.462099
242172_at,0.216376,0.6301742
230929_s_at,0.216434,-1.0716116
225060_at,0.216434,0.3896764
205451_at,0.216534,-0.4572126
220472_at,0.216541,-0.8528923
238438_at,0.216541,-0.3412379
238051_x_at,0.216542,-0.6058398
1570188_at,0.216542,-1.3988155
210080_x_at,0.216542,-1.7967305
237632_at,0.216542,-0.379206
211874_s_at,0.216542,-0.4797461
219721_at,0.216542,-1.0981929
1553809_a_at,0.216542,-0.5007382
226468_at,0.216542,0.2900342
1557880_at,0.216542,-0.9094765
230378_at,0.216542,-2.3509171
240704_at,0.216549,-1.5386883
204341_at,0.216559,-0.493969
220860_at,0.216591,0.929642
212140_at,0.216597,-0.2400961
244774_at,0.216638,-0.3563551
206899_at,0.21666,-0.7001425
211928_at,0.21666,0.2591363
217896_s_at,0.216678,-0.2932742
240199_x_at,0.216704,-0.9084767
230383_x_at,0.21675,0.382966
234530_s_at,0.216802,-1.0206735
210186_s_at,0.216837,0.5158232
225109_at,0.216878,0.9317847
204550_x_at,0.216878,-0.7111955
233292_s_at,0.216878,-0.6839625
212537_x_at,0.216878,-0.2320767
208966_x_at,0.216878,0.5264062
242312_x_at,0.216962,-0.6183685
231527_at,0.216962,-0.8283508
1566033_at,0.216962,-1.2943987
242079_at,0.216991,0.4791687
221562_s_at,0.217092,-0.3410704
216345_at,0.217092,-0.921522
203575_at,0.217117,-0.3897667
205088_at,0.217117,-0.5754762
241477_at,0.217117,-0.6233458
1560496_at,0.217117,-0.7747192
207842_s_at,0.217128,0.44543
207619_at,0.217278,-0.6327113
231949_at,0.217278,-0.2813399
226863_at,0.217278,-0.8884101
1561627_at,0.217278,-0.5312016
1562009_a_at,0.217278,-0.5732643
238854_at,0.217278,0.3605882
205123_s_at,0.217278,0.615378
226837_at,0.217284,0.4707404
1552729_at,0.217284,0.6878927
242597_at,0.21729,-0.4679207
201373_at,0.217293,0.7533745
1556676_a_at,0.217298,-0.457715
212567_s_at,0.217335,0.3857788
239446_x_at,0.217381,-0.9668501
224750_at,0.217415,-0.2946441
244882_at,0.217415,-0.7342883
223605_at,0.21742,-1.4826777
237786_at,0.217437,-0.6388379
225372_at,0.217459,-0.9295751
233288_at,0.217459,0.7595016
238399_x_at,0.217521,-1.4236102
218848_at,0.217521,0.4284349
242729_at,0.217521,-0.653737
226846_at,0.217521,-0.9218231
207133_x_at,0.217521,-0.4103283
206241_at,0.217521,0.6294657
1566557_at,0.217521,0.4078272
226330_s_at,0.217536,0.3823655
240126_x_at,0.217536,-0.3796392
201717_at,0.217638,-0.4058064
209228_x_at,0.217638,0.6640656
241517_at,0.217638,-0.884322
207314_x_at,0.217638,-1.1407738
1566129_at,0.217638,0.4742247
233195_at,0.217651,-0.6627984
207245_at,0.217651,-2.4316298
216331_at,0.217651,0.8080757
212904_at,0.217651,0.2743097
1553750_a_at,0.217651,0.3745306
1554578_at,0.217732,-0.404012
233788_at,0.217798,-0.3290828
216764_at,0.217815,-0.5347022
209258_s_at,0.217815,0.4029747
205086_s_at,0.217815,0.9110708
211453_s_at,0.217818,1.1054481
237930_at,0.217843,-1.0427105
236278_at,0.217878,-0.6941761
203333_at,0.217927,0.4050247
239177_at,0.217952,-0.5344501
204817_at,0.217952,0.7430904
207141_s_at,0.217952,-0.5806962
222027_at,0.217952,0.2617027
204466_s_at,0.217952,0.6435644
224715_at,0.217952,0.4008281
224200_s_at,0.217952,0.5851383
207515_s_at,0.217952,0.4845647
208856_x_at,0.217952,-0.2057876
224918_x_at,0.217964,-0.7563081
220420_at,0.218078,-0.7050211
AFFX-HUMGAPDH/M33197_M_at,0.218078,0.3207179
58780_s_at,0.218083,0.4980999
214923_at,0.218083,-0.3852358
1552935_at,0.218083,-0.4194344
1562467_at,0.218105,-0.4657352
212095_s_at,0.21811,-0.6754457
1555078_at,0.218122,-0.858127
201662_s_at,0.218226,-0.4861172
218855_at,0.218226,0.5166127
235332_at,0.218325,-0.7207445
205108_s_at,0.218325,-2.3506301
212659_s_at,0.218343,-0.598151
234261_at,0.218345,-0.9217026
1562586_at,0.218345,-1.2971869
232343_at,0.218383,-1.1453833
219569_s_at,0.218383,0.692187
206185_at,0.218383,-0.9959605
1560743_a_at,0.218383,-1.2526555
1555203_s_at,0.218383,-1.0529508
227006_at,0.21839,1.0010637
227764_at,0.21839,-1.3212397
215806_x_at,0.218447,-0.7736614
224061_at,0.218515,0.8386935
231880_at,0.218522,0.644981
206348_s_at,0.218542,0.5611413
1557285_at,0.218562,-0.8159264
222882_s_at,0.218579,-1.0102075
237391_at,0.218579,-1.3407741
225422_at,0.218593,0.278496
232916_at,0.218593,0.5142627
216239_at,0.218676,-1.111098
238618_at,0.218724,-0.853138
222701_s_at,0.218724,0.4248484
228638_at,0.218724,0.2739539
211519_s_at,0.218785,0.8398808
242251_at,0.218785,-0.740863
239385_at,0.218785,-0.4020625
212790_x_at,0.218785,-0.2160363
202473_x_at,0.218785,-0.7931311
232808_at,0.218817,0.4642415
1559213_at,0.218817,-1.3026229
229649_at,0.2189,1.3591573
226002_at,0.2189,-0.5557629
234853_s_at,0.2189,-1.2668092
223967_at,0.2189,-1.3951682
211720_x_at,0.2189,-0.2049212
244242_at,0.2189,-0.6106502
242987_x_at,0.218949,-0.6063437
1561185_at,0.218954,-0.8894346
1555338_s_at,0.218962,-1.4781554
215442_s_at,0.218969,-1.4724284
223243_s_at,0.218986,-0.5189712
224246_at,0.218993,-1.0034607
233242_at,0.219077,-1.1775394
1568898_at,0.219124,-1.2447702
1561130_at,0.219234,-0.3329674
1560178_at,0.219284,-1.091859
206971_at,0.219284,-1.0454907
204756_at,0.219284,0.3218049
1556750_at,0.219308,0.5526753
237021_at,0.21932,-1.1563772
238583_at,0.219329,0.8962814
228247_at,0.219365,-0.575711
220930_s_at,0.219367,-1.4197583
211756_at,0.21937,0.628224
204981_at,0.21937,-0.6706461
1552686_at,0.219377,1.0448712
1563241_at,0.219417,-0.6315856
215030_at,0.219433,-0.438877
206398_s_at,0.219433,-1.7294131
238495_at,0.219433,0.5669
223020_at,0.219433,-0.6298872
228914_at,0.219467,0.4408687
220736_at,0.219497,1.5654156
1552311_a_at,0.219517,-0.3533539
227943_at,0.219521,0.5288618
1570181_a_at,0.219586,-1.1265378
219006_at,0.219683,0.4166362
1561236_at,0.219689,-1.6340834
1553443_at,0.219689,-0.8214062
235335_at,0.219689,-1.3289282
239593_at,0.219689,-0.9342877
234199_at,0.219689,-0.5734889
242678_at,0.219689,-0.4407586
244384_at,0.219689,-1.242284
224268_x_at,0.219743,-0.8178253
210983_s_at,0.219743,0.4977859
212325_at,0.219746,-0.5749413
229950_s_at,0.219784,-1.1558457
212405_s_at,0.21985,0.4107804
204574_s_at,0.219898,-0.604067
207131_x_at,0.21991,-0.6218817
242618_at,0.219912,0.6990113
1567100_at,0.21997,-1.2507965
212710_at,0.219995,0.3517583
201773_at,0.22005,0.3319897
210737_at,0.220065,-0.8780366
207867_at,0.220065,-0.7208192
217088_s_at,0.220065,-1.3905876
236314_at,0.220065,-0.4227478
1562230_at,0.220065,-0.6730535
1553910_at,0.220065,-0.7663838
1560755_at,0.220065,-0.7931553
225307_at,0.220065,0.552639
216293_at,0.220065,-0.7447675
243589_at,0.220065,-0.3135989
200645_at,0.220065,-0.2990495
218747_s_at,0.220065,-0.6085729
225325_at,0.220065,-0.3226905
203727_at,0.220065,-0.3002703
216002_at,0.220065,-0.7632163
240178_at,0.220075,-1.3438299
236818_at,0.220117,-0.3678374
208904_s_at,0.220117,-0.2220378
242884_at,0.220117,-1.1846979
208541_x_at,0.220117,0.5706056
228600_x_at,0.22022,-0.5243868
208521_at,0.220242,-0.7204539
232455_x_at,0.220251,-0.3159277
223307_at,0.220276,0.6794803
202279_at,0.220276,-0.2468534
236973_at,0.220287,-0.8814326
210107_at,0.220287,-3.0388021
1562794_at,0.220297,-0.6062161
229518_at,0.220302,1.0223643
212157_at,0.220322,0.5926752
227042_at,0.220368,0.3541636
239941_at,0.220438,-0.5897664
233194_at,0.220438,-1.28421
216551_x_at,0.220438,0.3996252
1559426_at,0.220438,-0.5439679
224533_s_at,0.220438,-0.8681274
238362_at,0.220438,1.3057536
234833_at,0.220438,-1.4461957
213185_at,0.220438,-0.275028
206395_at,0.220438,1.2944042
1561479_at,0.220475,0.9923332
203198_at,0.220572,0.3298243
202877_s_at,0.220572,0.4680538
237640_at,0.220651,-0.3667106
1563920_at,0.220729,-0.9321773
1554930_a_at,0.220729,-0.5398749
214172_x_at,0.220734,0.2659438
1566463_at,0.220803,-0.6632276
205173_x_at,0.220809,0.3841411
1556414_at,0.220809,-0.4540702
205358_at,0.220827,-1.5364563
217516_x_at,0.220827,0.7080667
212471_at,0.220836,0.5410068
1560013_at,0.220836,-0.3350413
203790_s_at,0.220916,-0.3814534
1559601_at,0.220932,-1.1958972
232095_at,0.220995,0.4155057
211213_at,0.221027,1.1371546
1555198_x_at,0.221036,-1.0717922
230496_at,0.221036,-0.6097993
205079_s_at,0.22111,0.6736517
239491_at,0.221138,-1.4730304
217617_at,0.221164,-0.7089331
232577_at,0.221211,-0.9708876
223751_x_at,0.221211,-1.4129226
229739_s_at,0.221218,-0.7560138
215627_at,0.221227,-1.8148922
1562904_s_at,0.221234,0.8860879
241154_x_at,0.221263,-1.1697106
213986_s_at,0.221269,-0.3281649
233698_at,0.221298,-0.9584884
1554642_at,0.221312,-0.6206791
232857_at,0.22135,-0.5860715
244407_at,0.221399,0.6838142
238091_at,0.221399,-1.2562197
227916_x_at,0.221399,0.5221727
243686_at,0.221406,-1.014318
1563523_at,0.221406,0.8716848
223829_at,0.221406,-0.836589
218616_at,0.221485,-0.2616773
240713_s_at,0.221493,-1.4863174
228441_s_at,0.221505,-0.6336553
221899_at,0.221505,-0.3081263
1556623_at,0.221505,-1.4686231
1569995_at,0.221505,-0.9364094
204913_s_at,0.221513,1.3896728
217608_at,0.221545,-0.4054688
217258_x_at,0.221582,-1.3153182
226786_at,0.221617,-0.3031313
221882_s_at,0.221655,-0.4958949
1562737_at,0.221669,-1.3877593
225866_at,0.2217,0.4795531
235618_at,0.2217,0.4646632
202497_x_at,0.221746,0.4969633
228337_at,0.221746,-0.4440541
209614_at,0.22187,-1.5838847
209667_at,0.22187,-1.0363134
221053_s_at,0.22187,0.3528408
215521_at,0.22187,-0.346311
1569783_at,0.221908,-1.0677034
214682_at,0.22193,0.6264441
229017_s_at,0.22193,0.2519427
215027_at,0.22193,-0.8823025
226354_at,0.22193,0.315677
202510_s_at,0.22193,0.7059267
227372_s_at,0.22193,-0.5690503
220212_s_at,0.22193,0.2369842
206857_s_at,0.22193,-0.4634046
239904_at,0.22193,-0.733537
209048_s_at,0.22193,-0.4697617
244391_at,0.221977,-0.4685535
243350_at,0.221977,-0.3170572
1566478_at,0.221977,-1.4730908
240233_at,0.221977,-0.5356994
221649_s_at,0.222005,0.3521422
214060_at,0.222005,-0.3893712
203288_at,0.222068,0.4457611
210726_at,0.222207,-0.9707559
203258_at,0.222209,0.404755
213237_at,0.222242,0.4737762
1554777_at,0.222363,-1.2657515
205460_at,0.222434,-1.1001505
1560744_at,0.222434,-0.9688803
217782_s_at,0.222434,0.7394179
209797_at,0.222434,0.3158286
240736_at,0.222434,0.9738103
221734_at,0.222434,0.4003536
231418_at,0.222563,-1.5183351
221155_x_at,0.222563,-0.3119751
244020_at,0.222563,-0.5088275
213713_s_at,0.222568,-0.3309195
217748_at,0.222665,-0.3193379
230047_at,0.222704,-0.5102639
1566221_at,0.222742,-1.0883176
239633_at,0.222743,-0.4143526
202533_s_at,0.222745,0.5593319
230462_at,0.222798,-0.3346261
208369_s_at,0.222798,-0.3971879
222678_s_at,0.222798,0.4890561
224080_at,0.222861,-1.3734941
215777_at,0.222863,-1.2792766
207095_at,0.222924,-0.5476548
1560619_at,0.223053,-1.5635154
228193_s_at,0.223055,-0.4948013
235439_at,0.22316,0.6113143
219114_at,0.223164,-0.594395
241130_at,0.223164,-0.9741691
217576_x_at,0.223249,-0.2946005
232085_at,0.223249,-1.0301764
1565834_a_at,0.22327,0.682603
217653_x_at,0.22327,-0.2993281
220128_s_at,0.22327,-0.4728849
1556964_s_at,0.223301,-0.9374692
233970_s_at,0.223301,0.5419414
216387_x_at,0.223321,-0.5197031
201996_s_at,0.223321,0.3511225
208812_x_at,0.223331,-0.3240501
243864_at,0.223331,1.1776678
209594_x_at,0.22341,-0.8901123
234926_s_at,0.223416,0.3989604
237567_at,0.223416,-0.7501642
208799_at,0.223416,0.3239897
225672_at,0.223416,-0.2664349
235813_at,0.223416,-0.8969651
1557832_at,0.223416,-1.1928883
1562699_at,0.223482,-0.8700521
201584_s_at,0.223493,0.3862639
227099_s_at,0.223493,0.4516625
225742_at,0.223523,-0.286585
218885_s_at,0.223524,-0.9742552
1555707_at,0.223525,0.6134024
242192_at,0.22358,-1.1351854
203338_at,0.223634,0.2545381
1569819_at,0.223641,1.0381339
1558699_a_at,0.223641,0.2983246
205220_at,0.223641,1.2573409
212416_at,0.223659,-0.2926523
1552637_at,0.223731,-0.7627245
240739_at,0.223731,-1.0969157
225339_at,0.223744,0.3673104
217927_at,0.223744,-0.3076288
215533_s_at,0.22382,0.521948
226488_at,0.223821,0.4019424
213356_x_at,0.223826,-0.2021666
228430_at,0.223848,1.0433221
201016_at,0.223848,0.4770826
1557325_at,0.223848,1.0070662
214702_at,0.223848,1.6392623
229852_at,0.223867,-0.4349786
1557292_a_at,0.223951,-0.8257289
223454_at,0.223951,0.6126071
237651_x_at,0.223989,-1.4299126
211032_at,0.224069,-1.20469
226570_at,0.224071,1.0836423
204345_at,0.224075,0.731296
204118_at,0.224075,-0.6904571
214290_s_at,0.224084,0.5936225
220178_at,0.224135,0.6405652
222743_s_at,0.224135,-0.549772
1555224_at,0.224137,-0.8501723
1556171_a_at,0.224161,-1.4414405
1564336_at,0.224183,-0.9088532
202169_s_at,0.22422,0.2887597
221972_s_at,0.224249,0.3913746
235736_at,0.224249,0.7810111
1569911_at,0.224249,-0.8760312
229532_at,0.224249,-0.6277886
228694_at,0.224274,-0.4627772
220505_at,0.224327,1.0103945
233663_s_at,0.224351,-1.017208
233764_s_at,0.22436,-0.4016661
240881_at,0.224382,-0.8011972
1559952_x_at,0.224382,-0.8066872
216917_s_at,0.224443,-1.2709632
1557170_at,0.224443,-0.4192822
212616_at,0.224443,-0.3076574
200950_at,0.224443,-0.3721267
214132_at,0.224466,-0.2954459
209174_s_at,0.224498,0.2531507
1556849_at,0.22451,0.5248386
1564709_at,0.224529,-0.8816712
218289_s_at,0.224529,-0.3784383
215276_at,0.224581,-0.6464427
215019_x_at,0.224581,-0.3812482
212691_at,0.224623,0.7695164
218151_x_at,0.224663,0.3659565
1556277_a_at,0.224663,-0.3277774
223068_at,0.224663,0.3004746
222291_at,0.224663,-0.9282457
1566653_at,0.224665,-0.5470029
219298_at,0.224711,-1.5176093
217205_at,0.224717,0.4362934
211634_x_at,0.224717,-1.3078335
1564008_at,0.224726,-1.0616232
207673_at,0.224726,-1.2230656
222325_at,0.224726,-1.6121132
203264_s_at,0.224751,-0.417521
234509_at,0.224751,-0.8754327
204219_s_at,0.224751,0.2583615
1558330_x_at,0.224758,1.1619314
215714_s_at,0.224758,0.3946022
208299_at,0.224804,-1.4308695
1562449_s_at,0.224817,-1.1139697
211207_s_at,0.224817,-0.7727255
211997_x_at,0.224861,0.2459164
1565887_at,0.224861,-0.2821447
224781_s_at,0.224939,0.2935546
208513_at,0.224939,-0.8008876
230881_at,0.225049,-1.0308039
230883_at,0.225088,-1.2884353
1569001_at,0.225166,0.879409
