Gene_Id,padj,logFC
208668_x_at,0.536,0.7596189
203475_at,0.536,-0.9236034
207740_s_at,0.536,-0.6608989
211581_x_at,0.536,-0.579723
205586_x_at,0.536,-0.6174257
222174_at,0.536,0.9686818
211709_s_at,0.536,0.8842994
221199_at,0.536,-0.3870689
204159_at,0.536,-1.1940086
216048_s_at,0.536,-0.8096278
211445_x_at,0.536,0.7159591
215686_x_at,0.536,-1.0222424
201968_s_at,0.536,-0.6104039
210682_at,0.536,-0.5496064
221520_s_at,0.536,-0.5503314
216502_at,0.536,-0.4974878
209829_at,0.536,0.5916377
206834_at,0.536,-0.4516864
203923_s_at,0.536,-0.7772887
208886_at,0.536,0.6482053
204989_s_at,0.536,-0.6363504
204130_at,0.536,-0.4614004
210067_at,0.536,-0.435621
215942_s_at,0.536,-0.7524348
211528_x_at,0.536,0.6074968
221445_at,0.536,-0.6332531
206227_at,0.536,-0.4126396
213710_s_at,0.536,-0.3842061
200951_s_at,0.536,-0.5939243
213465_s_at,0.536,0.8951432
204061_at,0.536,0.4566584
219633_at,0.536,-0.6293211
206756_at,0.536,-0.4402381
207490_at,0.536,0.8220764
208403_x_at,0.536,-0.4332617
205446_s_at,0.536,-0.4224671
217845_x_at,0.536,0.5968074
208012_x_at,0.536,0.7911489
221672_s_at,0.536,-0.3919879
217197_x_at,0.5361,-0.6923434
203018_s_at,0.5361,-0.8161663
213374_x_at,0.5361,0.5932572
213366_x_at,0.5361,0.526589
33197_at,0.5361,-0.7814304
206892_at,0.5363,-0.4830731
221695_s_at,0.5363,-0.4474202
213005_s_at,0.5366,-0.5396612
219346_at,0.5366,1.0814164
211975_at,0.5366,0.6085787
210355_at,0.5366,1.0571185
209868_s_at,0.5366,-0.5149728
211230_s_at,0.5366,-0.3702378
211279_at,0.5366,0.7284068
211758_x_at,0.5366,0.7891734
216316_x_at,0.5366,-0.7797643
218544_s_at,0.5366,-0.4007942
216914_at,0.5366,-0.6846792
202297_s_at,0.5366,0.6287475
215288_at,0.5366,-0.5941397
220810_at,0.5367,-0.7508524
214083_at,0.5368,0.6179646
214934_at,0.5369,-1.1948659
AFFX-r2-Hs18SrRNA-5_at,0.5373,-0.6906741
220574_at,0.5373,-0.4787825
202719_s_at,0.5373,0.4039617
217897_at,0.5373,-0.6053235
204957_at,0.5373,0.4633509
209668_x_at,0.5373,-0.4118541
221215_s_at,0.5374,1.002545
220415_at,0.5374,-0.532932
207373_at,0.5374,-0.3743391
212716_s_at,0.5375,1.0314758
207064_s_at,0.5375,0.4800004
217052_x_at,0.5375,0.7106205
206149_at,0.5375,-0.5446902
203152_at,0.5375,-0.4061943
216167_at,0.5375,0.8000627
203286_at,0.5375,0.7798843
220608_s_at,0.5375,-0.4310159
58916_at,0.5375,-0.7092919
203324_s_at,0.5375,-0.8952473
204570_at,0.5375,-1.0532889
216235_s_at,0.5375,-0.8915163
207979_s_at,0.5375,-0.8150833
220493_at,0.5375,0.4567267
215459_at,0.5375,-0.4799231
211820_x_at,0.5375,-0.4419538
220773_s_at,0.5375,-1.1520472
202283_at,0.5375,-0.9321596
217137_x_at,0.5375,-0.5820285
203817_at,0.5375,-0.4411274
202550_s_at,0.5375,0.5503832
207940_x_at,0.5375,-0.5505621
201540_at,0.5375,-0.6785021
214856_at,0.5375,1.0601538
201750_s_at,0.5375,-0.6284778
201216_at,0.5375,0.6350858
211653_x_at,0.5375,-1.6690388
215488_at,0.5375,-0.6895326
218702_at,0.5375,-0.5076726
215611_at,0.5375,-0.8369464
201287_s_at,0.5375,0.6798842
218518_at,0.5377,0.6248725
211882_x_at,0.5377,-0.5831003
216789_at,0.5377,-0.764212
214743_at,0.5377,-0.5079127
208286_x_at,0.538,0.6521861
210790_s_at,0.5384,-0.4937146
213071_at,0.5384,-1.3622352
200044_at,0.5384,0.6980698
215855_s_at,0.5384,0.6446502
208160_at,0.5385,-0.4195562
206209_s_at,0.5385,-0.4710046
202120_x_at,0.5386,0.3823958
217943_s_at,0.5386,-0.7092527
213028_at,0.5386,-0.8517945
214824_at,0.5386,-0.402047
209950_s_at,0.5386,-0.8592745
201544_x_at,0.5386,0.3957153
203402_at,0.5386,-0.4744974
218676_s_at,0.5386,-0.4723483
220531_at,0.5386,-0.6633569
209180_at,0.5386,0.5542173
201134_x_at,0.5386,1.1608053
211083_s_at,0.5387,-0.3925372
214204_at,0.5387,-0.7275101
209787_s_at,0.5389,0.620498
201028_s_at,0.5389,-0.55448
222157_s_at,0.5389,-0.4853545
203493_s_at,0.5389,1.0599656
215003_at,0.5389,-0.551064
60794_f_at,0.5389,-0.5927386
210342_s_at,0.5389,-0.5989755
212414_s_at,0.5389,0.7724264
204829_s_at,0.5389,-0.5668157
202510_s_at,0.5389,-0.4501401
212393_at,0.5389,-0.6387625
221398_at,0.5389,-0.4002764
217809_at,0.5389,0.9156357
208565_at,0.5389,-0.5525231
206499_s_at,0.5389,-0.8060194
211536_x_at,0.5389,-0.4317903
206458_s_at,0.5389,-0.7895542
201825_s_at,0.5389,0.916208
210623_at,0.5389,-1.3488928
AFFX-DapX-M_at,0.5389,-0.5227418
216765_at,0.5389,-0.5477889
214644_at,0.5389,-0.8132176
210437_at,0.5389,0.754968
221590_s_at,0.5389,-0.4069941
219113_x_at,0.5389,-0.5087187
214840_at,0.5389,-0.8965055
203108_at,0.5389,0.5005512
216929_x_at,0.5389,-0.7290845
209163_at,0.539,0.6750824
200051_at,0.539,-0.471383
204459_at,0.539,-0.6281137
208029_s_at,0.539,0.9749034
216490_x_at,0.539,0.6744713
206527_at,0.539,-0.5972732
204742_s_at,0.539,0.755579
221328_at,0.539,-0.606866
217358_at,0.539,-0.486475
206114_at,0.539,-0.5850939
203199_s_at,0.539,-0.7892434
211636_at,0.539,-0.5392772
207715_at,0.539,-0.3806133
216401_x_at,0.539,-0.5166338
210306_at,0.539,0.8507316
201276_at,0.539,0.4215813
207486_x_at,0.539,-0.3813159
202252_at,0.539,0.7021048
213901_x_at,0.539,-0.8452673
213251_at,0.539,0.4490508
215212_at,0.539,0.9838227
212403_at,0.539,0.3977778
AFFX-HUMISGF3A/M97935_MB_at,0.539,0.5739473
208457_at,0.539,-0.5894166
205896_at,0.539,-0.4518332
212358_at,0.539,-0.54337
220995_at,0.539,-0.6917991
203615_x_at,0.539,-0.3927581
221471_at,0.539,0.5288483
206754_s_at,0.539,0.999332
205397_x_at,0.539,-0.4461362
204476_s_at,0.539,-0.5288848
215542_at,0.539,-0.7346083
216738_at,0.539,-0.4585232
201145_at,0.539,-0.3610554
218663_at,0.539,-0.5578361
211943_x_at,0.539,0.420544
220246_at,0.539,-1.1073031
213089_at,0.539,0.5050138
211858_x_at,0.539,0.7225287
57532_at,0.539,-0.4177631
217421_at,0.539,-0.5918538
221246_x_at,0.539,-0.7312586
202906_s_at,0.539,0.9928621
211265_at,0.539,-1.2305928
202744_at,0.539,-0.6570391
209118_s_at,0.539,0.8015078
222000_at,0.539,0.3851513
207437_at,0.539,1.7497633
221469_at,0.539,-0.4063022
214758_at,0.539,-1.0033393
211263_s_at,0.539,-0.7253718
219640_at,0.539,-0.4780982
52164_at,0.539,0.7055828
207974_s_at,0.539,0.6058993
212650_at,0.5391,-0.5890227
217335_at,0.5391,-0.4995885
215492_x_at,0.5392,-0.8048211
212323_s_at,0.5392,0.9111067
221365_at,0.5392,-0.5638374
204917_s_at,0.5392,-0.476227
204033_at,0.5392,-0.8616734
206190_at,0.5392,-0.4274577
208533_at,0.5392,-0.4227973
204872_at,0.5392,0.8287157
221225_at,0.5392,0.8279793
204909_at,0.5392,-0.6152515
202803_s_at,0.5394,-0.5524838
215574_at,0.5397,-0.4823153
218532_s_at,0.5397,0.6709573
210502_s_at,0.5397,-1.0269645
216494_at,0.5397,1.0708311
211713_x_at,0.5397,0.4541912
209104_s_at,0.5398,1.2527425
201224_s_at,0.5398,0.4465252
220244_at,0.5398,-0.3914406
213271_s_at,0.5398,0.4170022
210826_x_at,0.5398,-0.4213206
211582_x_at,0.54,-0.5286855
221374_at,0.54,-0.5146933
200831_s_at,0.54,-0.5001398
214346_at,0.54,-0.4868051
210671_x_at,0.54,-1.06569
1255_g_at,0.54,-0.5734683
202458_at,0.54,1.2605729
207640_x_at,0.54,-0.5363884
214530_x_at,0.54,-0.426826
210870_s_at,0.5402,-0.5759667
202145_at,0.5402,-0.5871525
204681_s_at,0.5405,0.7655686
204377_s_at,0.5405,-0.5414783
218282_at,0.5405,-0.5694547
210065_s_at,0.5405,-0.5291236
218241_at,0.5405,0.582192
217092_x_at,0.5405,0.6408232
221624_at,0.5405,-0.8279144
202673_at,0.5407,0.4515778
201534_s_at,0.5407,0.6771629
210846_x_at,0.5407,-0.4275928
216081_at,0.5407,-0.7695046
212997_s_at,0.5407,0.5088468
214503_x_at,0.5409,-0.7713617
206854_s_at,0.5409,0.5104249
203582_s_at,0.5409,0.7349623
215865_at,0.5409,-0.4266615
211625_s_at,0.5409,-0.5000534
220454_s_at,0.5409,-0.7098595
210775_x_at,0.5409,0.6881055
210373_at,0.5409,-0.6750222
207052_at,0.5409,-0.8408579
221607_x_at,0.5409,0.4482563
211519_s_at,0.5409,-0.5530954
205076_s_at,0.5409,-0.4768697
221749_at,0.5409,0.5199245
206360_s_at,0.5409,-0.755465
219114_at,0.5409,-0.4768419
202921_s_at,0.5409,-0.5494202
213682_at,0.5409,0.6064267
202613_at,0.5409,-0.4157233
217557_s_at,0.5409,0.5518502
213117_at,0.5409,-0.6128235
216450_x_at,0.5409,-0.8407255
213582_at,0.5409,-0.6725467
213359_at,0.5411,1.3123333
202591_s_at,0.5411,1.0825351
204722_at,0.5411,-0.6762328
217495_x_at,0.5411,-0.4866781
221823_at,0.5412,0.604084
203034_s_at,0.5412,0.4831925
218268_at,0.5413,0.9196179
203798_s_at,0.5413,-0.6115111
207526_s_at,0.5417,-0.4346278
206624_at,0.5417,-0.69579
209626_s_at,0.5417,-0.5630031
211805_s_at,0.5417,0.6334606
222138_s_at,0.5417,0.4654779
206018_at,0.5417,-0.5062852
207992_s_at,0.5418,0.5179012
216028_at,0.542,-0.3976946
215082_at,0.542,-0.3646032
215185_at,0.5422,-0.379168
216628_at,0.5423,0.9985876
203549_s_at,0.5423,-0.7664506
210541_s_at,0.5423,0.6443566
216303_s_at,0.5425,-0.85595
220182_at,0.5425,0.548874
200620_at,0.5425,0.370695
217214_s_at,0.5425,-0.4689093
202302_s_at,0.5427,0.5616959
211385_x_at,0.5431,-0.6692338
204625_s_at,0.5431,-0.5474542
212637_s_at,0.5431,0.8412059
201587_s_at,0.5431,-0.7396989
207294_at,0.5431,0.5853392
212285_s_at,0.5431,-0.5025706
214932_at,0.5431,-0.5083115
215331_at,0.5431,-0.3670573
211145_x_at,0.5431,-0.4076936
218839_at,0.5431,0.4967014
220590_at,0.5431,0.6216025
203042_at,0.5431,0.9742173
207844_at,0.5431,-0.537457
205011_at,0.5433,-0.3961522
209092_s_at,0.5435,0.4124587
217575_s_at,0.5437,-0.7350631
217228_s_at,0.5437,-0.6215706
218922_s_at,0.5437,-0.4233796
204510_at,0.5437,0.4210222
219321_at,0.5439,-1.0408235
211129_x_at,0.5439,-0.6465671
204366_s_at,0.5439,0.472209
206879_s_at,0.5439,-0.9001725
221912_s_at,0.5439,-0.4321651
202109_at,0.5439,-0.3841514
216745_x_at,0.5439,-0.6576479
205075_at,0.5439,-0.6166755
218706_s_at,0.544,0.7258318
205344_at,0.544,-0.5680902
207858_s_at,0.5442,-0.4821766
204830_x_at,0.5442,-0.5809786
217756_x_at,0.5442,0.9180589
216410_at,0.5442,-0.4738005
211503_s_at,0.5442,0.4009028
217759_at,0.5442,0.399489
205501_at,0.5442,0.5577073
222365_at,0.5442,-0.9515904
211869_at,0.5443,-0.8607962
211370_s_at,0.5446,-0.3820533
203695_s_at,0.5446,-0.5063235
207814_at,0.5446,-0.3680223
204719_at,0.5446,-1.7986199
216759_at,0.5446,-0.6143888
201530_x_at,0.5446,0.4216268
208540_x_at,0.5446,-0.4689507
214847_s_at,0.5446,-0.6639642
207330_at,0.5446,-0.3616984
201886_at,0.5446,-0.4444813
214733_s_at,0.5446,0.5191102
221491_x_at,0.5446,-0.4164661
205480_s_at,0.5446,-0.5291232
217747_s_at,0.5446,0.7055049
214867_at,0.5446,-0.414121
207565_s_at,0.5446,0.7564857
204852_s_at,0.5446,-0.5391142
217843_s_at,0.5446,0.5827062
207534_at,0.5446,-0.522931
209681_at,0.5446,0.4913194
208196_x_at,0.5446,-0.4561231
209054_s_at,0.5446,0.391108
219454_at,0.5446,-0.6970563
210459_at,0.5446,-0.3630997
212195_at,0.5446,0.5504867
209877_at,0.5446,-0.6018533
207177_at,0.5446,-0.4576524
213792_s_at,0.5446,0.8529054
205649_s_at,0.5446,-0.7732568
200777_s_at,0.5446,0.3844033
206294_at,0.5446,-0.736445
210052_s_at,0.5446,-0.405902
209248_at,0.5446,0.8283448
205757_at,0.5446,0.5157378
213889_at,0.5446,0.6239465
220770_s_at,0.5446,-0.5571625
221876_at,0.5446,-0.5805824
221194_s_at,0.5446,0.6558859
41512_at,0.5446,0.8016368
220323_at,0.5446,-0.3631679
214801_at,0.5446,0.8159879
209032_s_at,0.5446,-0.3741792
215649_s_at,0.5446,-0.6905942
220824_at,0.5446,-0.6305064
206161_s_at,0.5446,-0.4834478
214153_at,0.5446,0.6397368
210565_at,0.5446,-0.5889542
209842_at,0.5446,-0.49168
218774_at,0.5446,0.644781
206919_at,0.5446,-0.458388
211469_s_at,0.5446,-0.5690193
215897_at,0.5447,-0.4705086
219513_s_at,0.5447,0.6352149
203861_s_at,0.5447,-0.401289
201054_at,0.5447,0.5847142
209267_s_at,0.5447,0.7912381
203982_s_at,0.5447,-0.7706816
215940_at,0.5447,-0.8187553
208794_s_at,0.5447,1.2387007
207506_at,0.5447,0.4939834
214379_at,0.5447,-0.5180976
211931_s_at,0.5447,0.5429598
216654_at,0.5447,-0.5956014
65718_at,0.545,-0.9314697
201102_s_at,0.545,0.8730718
216984_x_at,0.545,-0.4312857
217647_at,0.545,-0.6400327
222020_s_at,0.545,-0.6584289
202366_at,0.5452,-0.4598039
216182_at,0.5454,-0.9187507
220550_at,0.5455,-0.4529648
203853_s_at,0.5455,-0.6106591
217187_at,0.5456,0.5126723
206089_at,0.5456,-0.4178654
45714_at,0.5456,-0.4583162
213336_at,0.5458,-0.4157768
216083_s_at,0.5458,-0.5432252
212788_x_at,0.5458,-0.4072101
217849_s_at,0.5458,-0.4070621
221172_at,0.5458,0.4095522
211096_at,0.5458,-0.6397819
205265_s_at,0.5458,-0.6782835
203566_s_at,0.5461,0.4922799
200992_at,0.5461,0.3831204
209916_at,0.5461,0.5845361
202602_s_at,0.5463,0.4261913
215915_at,0.5463,-1.0209243
212980_at,0.5464,0.5519401
209894_at,0.5466,-1.0909157
218683_at,0.5468,0.9545834
205524_s_at,0.5469,0.4417077
206062_at,0.5469,-0.7464149
213977_s_at,0.5471,-0.6068606
203986_at,0.5471,-0.6973042
218724_s_at,0.5471,0.4530576
211513_s_at,0.5472,0.4983359
210149_s_at,0.5473,0.6988459
216539_at,0.5473,-0.8971256
206521_s_at,0.5473,-0.4579784
209792_s_at,0.5473,-0.3990615
204712_at,0.5473,0.6283182
219016_at,0.5473,0.4864366
200986_at,0.5473,-1.3682288
205590_at,0.5476,-0.569072
200791_s_at,0.5476,0.844978
179_at,0.5477,-0.4389666
216820_at,0.5477,-0.554532
218141_at,0.5477,-0.5535548
204583_x_at,0.5478,-0.6067346
215665_at,0.5478,-0.6052635
202567_at,0.548,0.7484928
202883_s_at,0.548,-0.3399818
214742_at,0.548,0.5944501
209167_at,0.548,1.0128697
205376_at,0.548,0.8521289
211538_s_at,0.548,0.8036805
209655_s_at,0.548,-0.6926461
212144_at,0.548,-0.5839906
209004_s_at,0.548,0.6256945
206866_at,0.548,-0.6501122
216140_at,0.548,-0.4888746
219886_at,0.548,0.7400959
201250_s_at,0.548,-0.4428774
204137_at,0.548,0.8536384
220496_at,0.548,0.6736871
211358_s_at,0.548,-0.7541019
211464_x_at,0.548,0.5893567
221115_s_at,0.548,-0.8331181
218611_at,0.548,0.4784072
212059_s_at,0.548,-0.4271937
44822_s_at,0.548,-1.3606569
200872_at,0.548,-0.7189632
206778_at,0.548,-0.8821476
221456_at,0.548,-0.3801045
202038_at,0.548,0.9414282
212983_at,0.548,0.6964238
206127_at,0.548,-0.4897806
203700_s_at,0.548,-0.9566867
210820_x_at,0.548,0.538961
207144_s_at,0.548,1.3104036
216532_x_at,0.548,0.4514656
46270_at,0.548,-0.5510276
213902_at,0.548,0.6362498
220326_s_at,0.548,-0.39496
208556_at,0.548,-0.4777363
207193_at,0.548,-0.8028479
204206_at,0.548,0.5046426
206957_at,0.548,-0.7100742
200841_s_at,0.548,-0.5644537
218105_s_at,0.548,-0.4606946
212175_s_at,0.548,0.5732949
215180_at,0.548,-0.4450035
207062_at,0.548,-0.4069413
206874_s_at,0.548,0.4597715
204833_at,0.548,-0.5053223
206685_at,0.548,0.5944089
205564_at,0.548,-0.6969698
206741_at,0.5482,0.4770451
200960_x_at,0.5485,0.5197897
222115_x_at,0.5485,0.5895044
201697_s_at,0.5485,0.5505342
207396_s_at,0.5489,-0.4628348
202370_s_at,0.5489,0.3816888
205224_at,0.5489,-0.3410041
222182_s_at,0.5489,0.8849138
220747_at,0.5489,-0.4311685
211234_x_at,0.5489,-0.3584496
221653_x_at,0.5489,-0.4401902
213232_at,0.5489,-0.9336514
217180_at,0.5489,0.616152
217798_at,0.549,0.7673994
204342_at,0.549,1.0176188
212176_at,0.549,0.5347925
209929_s_at,0.5496,-0.5120365
211670_x_at,0.5497,-0.5104983
211023_at,0.5497,0.9476401
208421_at,0.5497,-0.5513859
213838_at,0.5498,1.1274513
221620_s_at,0.5501,-0.627291
200787_s_at,0.5501,-0.5651448
207621_s_at,0.5501,-0.5342536
205024_s_at,0.5501,-0.4049667
203882_at,0.5505,0.526503
203919_at,0.5511,-0.3642433
215792_s_at,0.5511,-0.4739409
218065_s_at,0.5513,0.7501165
209189_at,0.5513,-1.8537187
206827_s_at,0.5514,-0.7755276
201753_s_at,0.5514,-0.6059576
34210_at,0.5514,-0.5599841
201872_s_at,0.5514,0.4282271
206457_s_at,0.5514,-0.3947176
43934_at,0.5514,-0.3571849
200048_s_at,0.5514,1.2058438
212373_at,0.5515,0.9407061
213955_at,0.5519,-0.6184393
212354_at,0.5522,0.4309982
205995_x_at,0.5522,-0.5340219
205647_at,0.5524,0.751694
201669_s_at,0.5524,0.5659409
211905_s_at,0.5524,-0.4328527
206777_s_at,0.5524,-1.0546912
215316_at,0.5524,-0.9295649
217545_at,0.5524,-0.785974
209713_s_at,0.5524,-0.5026936
204458_at,0.5524,-0.8627594
200057_s_at,0.5524,0.4739238
200958_s_at,0.5524,-0.4903384
220925_at,0.5524,0.657949
208998_at,0.5524,-0.8430864
207253_s_at,0.5524,0.933167
203835_at,0.5524,-0.5323767
219616_at,0.5524,-0.5849893
210643_at,0.5524,0.7262487
220599_s_at,0.5524,-0.3433494
215434_x_at,0.5524,-0.6514681
208198_x_at,0.5525,0.6703626
216897_s_at,0.5525,-0.5863063
201746_at,0.5525,-0.9747723
213066_at,0.5525,-0.3833818
204489_s_at,0.5527,0.8702145
213633_at,0.5533,-0.4508009
209089_at,0.5533,0.544703
205925_s_at,0.5534,-1.0379586
217912_at,0.5534,-0.7357681
203515_s_at,0.5534,0.6434629
212428_at,0.5534,0.9302356
213337_s_at,0.5534,-0.6148817
218157_x_at,0.5534,0.9502397
222329_x_at,0.5534,-1.0107179
208958_at,0.5538,-0.9651153
218209_s_at,0.5538,0.6337136
205315_s_at,0.5538,0.9027677
216134_at,0.5538,-0.5512265
215241_at,0.5538,-0.6317596
205003_at,0.5538,0.4931468
201512_s_at,0.5538,0.651962
201783_s_at,0.5538,-0.3965938
211755_s_at,0.5538,0.5754914
205907_s_at,0.5538,-0.4974223
212908_at,0.5538,0.7218429
201908_at,0.5538,-0.3977447
221863_at,0.5539,-0.4609687
202540_s_at,0.5539,1.1844076
204913_s_at,0.5539,-0.4307032
208038_at,0.5539,-0.7827531
220049_s_at,0.5539,-0.3650773
202184_s_at,0.5539,0.3480323
207028_at,0.5539,-0.4351412
218196_at,0.5539,-0.4217041
203844_at,0.5539,0.490044
201035_s_at,0.5539,-0.8534343
215313_x_at,0.5539,0.4879067
204349_at,0.5539,0.7863548
221515_s_at,0.5539,0.4471309
219014_at,0.5539,-0.5043077
208859_s_at,0.5539,0.7574899
204826_at,0.5539,0.6118971
37966_at,0.5539,-0.5000103
218525_s_at,0.5544,-0.6178376
208127_s_at,0.5544,-0.5335089
220081_x_at,0.5544,0.8328043
205493_s_at,0.5545,-0.4364712
206467_x_at,0.5545,-0.9057367
210503_at,0.5545,-0.5470841
203667_at,0.5545,0.4672065
205403_at,0.5545,-0.4636502
219053_s_at,0.5545,0.7322096
32062_at,0.5545,0.4832059
206655_s_at,0.5546,-0.8356041
212728_at,0.5546,0.7736042
209339_at,0.5548,-0.5094173
213408_s_at,0.5553,0.7312539
214738_s_at,0.5553,-0.3917036
200758_s_at,0.5554,-0.4975229
209373_at,0.5557,-0.4800649
207155_at,0.5557,-0.8574808
221545_x_at,0.5557,-0.4929926
211741_x_at,0.5557,-0.7197965
208844_at,0.5557,-0.7065637
210869_s_at,0.5557,-0.7267951
205668_at,0.5557,0.8020061
207362_at,0.5557,-1.285345
209250_at,0.5557,0.6175438
204686_at,0.5559,0.4434222
216937_s_at,0.5559,-0.361241
220061_at,0.5559,-0.8249853
207134_x_at,0.5559,-0.4359204
222228_s_at,0.556,0.5118937
202599_s_at,0.5563,0.7990948
208251_at,0.5563,-0.5914466
213818_x_at,0.5563,-0.4918004
210210_at,0.5563,0.8822171
209629_s_at,0.5563,-0.3831336
209335_at,0.5563,-0.5511692
205122_at,0.5563,-0.9802042
200014_s_at,0.5563,0.5127654
216755_at,0.5563,0.6966977
AFFX-r2-Bs-phe-3_at,0.5563,-1.0284397
209823_x_at,0.5567,-0.5412296
204168_at,0.5574,0.5804312
218828_at,0.5576,-0.5047847
208766_s_at,0.5577,0.5564619
218937_at,0.5579,-0.5714979
217163_at,0.5579,-0.8523667
218883_s_at,0.5579,0.8031641
220478_at,0.558,-0.57436
213894_at,0.558,-0.3742585
203254_s_at,0.558,-0.5323492
221842_s_at,0.558,0.4598432
210582_s_at,0.558,0.5528589
219227_at,0.558,-0.4826636
222007_s_at,0.558,-0.8529917
217679_x_at,0.558,0.5716217
216004_s_at,0.5581,0.9060931
205861_at,0.5581,-0.4891642
212824_at,0.5581,0.6095979
208222_at,0.5581,-1.2124632
205473_at,0.5581,0.5869325
220228_at,0.5581,-0.5078802
220849_at,0.5581,-0.4418773
204561_x_at,0.5581,-0.3840754
216436_at,0.5581,-0.9323652
202362_at,0.5581,-0.5824115
207993_s_at,0.5581,-0.9204377
202294_at,0.5582,0.5274977
219151_s_at,0.5582,-0.9086828
211737_x_at,0.5582,0.4876824
211935_at,0.5582,0.6702975
221879_at,0.5582,-0.6243416
206797_at,0.5582,-0.3842397
208790_s_at,0.5582,-0.6115488
211168_s_at,0.5582,0.5879447
200853_at,0.5582,0.4525823
221341_s_at,0.5582,-0.5409325
212521_s_at,0.5582,-0.9315021
212134_at,0.5582,-0.5362112
202299_s_at,0.5582,0.4487377
218907_s_at,0.5582,-0.7547868
219404_at,0.5582,-0.6347653
216023_at,0.5582,0.5418288
219678_x_at,0.5582,0.4150155
201247_at,0.5582,0.6817063
208983_s_at,0.5582,-0.5097743
207906_at,0.5582,-0.4347169
211332_x_at,0.5582,0.5239404
220684_at,0.5582,-0.5949663
206171_at,0.5582,0.3938285
219839_x_at,0.5582,-0.3711265
201076_at,0.5582,0.4228374
206387_at,0.5586,-0.4936934
208613_s_at,0.5587,-0.4281667
210093_s_at,0.5587,0.5728345
203387_s_at,0.5587,-0.5110934
203611_at,0.5587,-0.4261333
221631_at,0.5587,-0.7831315
205889_s_at,0.5587,-0.3948753
38707_r_at,0.5587,-0.524589
204929_s_at,0.5589,0.9247035
206008_at,0.5589,-0.4567371
204050_s_at,0.5589,-0.671453
202577_s_at,0.559,1.00842
35148_at,0.559,0.7173556
203015_s_at,0.559,-1.0248568
210971_s_at,0.5591,-0.4992223
205096_at,0.5591,-0.4136199
218999_at,0.5593,-0.3991978
209012_at,0.5593,0.5411929
211532_x_at,0.5593,-0.3446419
219838_at,0.5593,-0.648993
220962_s_at,0.5595,0.5211738
219540_at,0.5595,0.8672781
221875_x_at,0.5598,1.0795793
222091_at,0.5599,-0.3568519
205734_s_at,0.5599,-0.5589302
217862_at,0.5599,0.4117441
203523_at,0.5599,-0.6109225
214065_s_at,0.5599,-0.7011073
206601_s_at,0.5599,-0.4228722
203628_at,0.5599,0.6146258
220671_at,0.5599,-0.5705848
209954_x_at,0.5601,-1.0528448
213463_s_at,0.5601,-0.7539611
219373_at,0.5601,1.2539885
216931_at,0.5604,-0.4502768
218328_at,0.5607,-0.5553993
205717_x_at,0.5607,-0.4493134
205088_at,0.5607,-0.5321984
222130_s_at,0.5607,0.3976824
206562_s_at,0.561,0.6941623
210312_s_at,0.561,0.855666
218058_at,0.561,0.525853
215812_s_at,0.561,-0.3824295
211972_x_at,0.561,0.5163009
222294_s_at,0.561,0.6429654
220519_s_at,0.561,-0.6968001
212336_at,0.5611,-0.6317949
219140_s_at,0.5611,-1.806021
204667_at,0.5611,0.4178389
219060_at,0.5611,0.7130569
203252_at,0.5611,-0.5601816
219086_at,0.5612,-0.3656429
203069_at,0.5612,-0.3554656
203161_s_at,0.5612,-0.6297899
217491_x_at,0.5612,0.5750018
208283_at,0.5612,0.787789
204204_at,0.5618,-0.4085863
202605_at,0.5618,0.3439807
203156_at,0.5618,0.3631811
206841_at,0.5618,-0.5099083
202962_at,0.5618,1.0399922
217486_s_at,0.5618,-0.6106799
212578_x_at,0.5618,0.7464538
209331_s_at,0.5618,-0.7046954
210705_s_at,0.5618,0.674984
217317_s_at,0.5618,0.4500601
202534_x_at,0.5618,0.4488953
221601_s_at,0.5618,-0.4948598
213719_s_at,0.5618,-0.6961114
33304_at,0.5618,0.4161173
218371_s_at,0.5618,0.4135519
211789_s_at,0.5618,-0.3699081
204877_s_at,0.5618,0.8867174
211039_at,0.5618,-0.5781458
208459_s_at,0.5618,-0.7905749
214008_at,0.5618,-0.4892183
200774_at,0.5618,0.4449759
209926_at,0.5618,0.6597576
48659_at,0.5618,-0.4734216
211182_x_at,0.5618,-0.6087187
221188_s_at,0.5618,-0.6105499
219264_s_at,0.5618,-0.4433416
216682_s_at,0.5618,0.6900488
212668_at,0.5618,-0.5140016
207995_s_at,0.5618,-0.4628722
209860_s_at,0.5618,0.6742275
37860_at,0.5618,0.5055781
200807_s_at,0.5618,0.3837214
221487_s_at,0.5618,-0.4297976
220440_at,0.5618,0.8281685
203838_s_at,0.5618,-0.537976
219958_at,0.5618,-0.9167948
215428_at,0.5618,-0.6893281
200052_s_at,0.5618,0.7134613
213646_x_at,0.5618,0.6636345
214537_at,0.5618,-0.5817826
217308_at,0.5618,-0.4210654
212451_at,0.5618,-0.4599962
214757_at,0.5618,-0.5130406
206528_at,0.5618,-0.557955
206006_s_at,0.5618,-0.5854211
AFFX-TrpnX-5_at,0.5618,-0.4625279
204688_at,0.5618,0.414434
221903_s_at,0.5618,-0.5343865
218697_at,0.5618,0.4213975
201379_s_at,0.5618,-0.3949274
214359_s_at,0.5618,1.0812825
208773_s_at,0.5618,0.4502539
208105_at,0.5618,-0.4063532
220110_s_at,0.5618,-0.5304409
218341_at,0.5618,1.0951302
208318_s_at,0.5618,-0.4208252
207730_x_at,0.5618,0.8722987
200938_s_at,0.5618,1.025781
