"Gene_Id","padj","logFC","status"
"214355_x_at",0.297535,-0.5170393,"Not_Significant"
"215330_at",0.297567,-0.4668593,"Not_Significant"
"222973_at",0.297567,0.8960755,"Not_Significant"
"212023_s_at",0.297567,0.655553,"Not_Significant"
"220926_s_at",0.297567,-0.5200729,"Not_Significant"
"220390_at",0.297609,-0.5223792,"Not_Significant"
"243828_at",0.297718,0.7137075,"Not_Significant"
"1562886_at",0.297786,-0.8182014,"Not_Significant"
"220486_x_at",0.297791,-0.4202697,"Not_Significant"
"1568821_at",0.297799,1.1319536,"Not_Significant"
"220084_at",0.297799,1.3176964,"Not_Significant"
"241564_at",0.297835,-1.2451314,"Not_Significant"
"1564763_at",0.297836,-0.3738041,"Not_Significant"
"232244_at",0.297836,-0.5759283,"Not_Significant"
"1561597_x_at",0.297836,-0.5701341,"Not_Significant"
"1556670_at",0.297836,-0.8149345,"Not_Significant"
"205947_s_at",0.297836,-1.1279191,"Not_Significant"
"211809_x_at",0.297894,-0.4285102,"Not_Significant"
"209914_s_at",0.297895,-1.3291697,"Not_Significant"
"212258_s_at",0.297909,-0.483605,"Not_Significant"
"205067_at",0.297909,-0.9294083,"Not_Significant"
"229644_at",0.297909,0.5292687,"Not_Significant"
"220208_at",0.297909,-0.3401304,"Not_Significant"
"229210_at",0.297909,0.305113,"Not_Significant"
"244848_at",0.297909,-0.4927164,"Not_Significant"
"238377_s_at",0.297909,-0.6885726,"Not_Significant"
"222136_x_at",0.29795,-0.5979439,"Not_Significant"
"240344_x_at",0.297961,-0.3246273,"Not_Significant"
"202536_at",0.297961,0.3828875,"Not_Significant"
"241761_at",0.297961,-0.9704553,"Not_Significant"
"201120_s_at",0.29799,0.3570182,"Not_Significant"
"204782_at",0.29799,1.0759009,"Not_Significant"
"226753_at",0.298018,0.2628094,"Not_Significant"
"212373_at",0.298083,0.2415603,"Not_Significant"
"221214_s_at",0.298083,0.2985193,"Not_Significant"
"221547_at",0.298162,-0.2284417,"Not_Significant"
"239300_at",0.298162,-0.4475137,"Not_Significant"
"209315_at",0.298162,-0.40635,"Not_Significant"
"223112_s_at",0.298255,-0.3989469,"Not_Significant"
"202816_s_at",0.298361,0.2593311,"Not_Significant"
"1559126_at",0.298382,-0.4661667,"Not_Significant"
"1561037_a_at",0.298382,0.9404675,"Not_Significant"
"203315_at",0.298382,0.289847,"Not_Significant"
"1556683_x_at",0.298382,0.6482124,"Not_Significant"
"225415_at",0.298493,0.3498361,"Not_Significant"
"1552715_a_at",0.298493,-1.2900955,"Not_Significant"
"242500_at",0.298493,-0.5804236,"Not_Significant"
"240191_at",0.298549,0.4776666,"Not_Significant"
"205803_s_at",0.298549,0.5786235,"Not_Significant"
"210618_at",0.298549,-0.8814316,"Not_Significant"
"210449_x_at",0.298549,0.2704697,"Not_Significant"
"203177_x_at",0.298572,0.4482203,"Not_Significant"
"217209_at",0.298615,-0.6201126,"Not_Significant"
"1554860_at",0.298615,-0.3986624,"Not_Significant"
"220971_at",0.298615,-0.9831881,"Not_Significant"
"240465_at",0.298615,-1.0023675,"Not_Significant"
"221472_at",0.298615,0.2503834,"Not_Significant"
"213282_at",0.298736,-0.3172033,"Not_Significant"
"240284_x_at",0.298791,-0.4036424,"Not_Significant"
"201472_at",0.298824,0.2942498,"Not_Significant"
"1552391_at",0.298824,-0.6336693,"Not_Significant"
"1559116_s_at",0.298857,0.4111851,"Not_Significant"
"230179_at",0.298857,0.4608229,"Not_Significant"
"204206_at",0.298857,0.3010911,"Not_Significant"
"237308_at",0.298857,0.6531484,"Not_Significant"
"209919_x_at",0.298923,-0.5358218,"Not_Significant"
"210593_at",0.298923,-1.0196072,"Not_Significant"
"203390_s_at",0.298937,0.3596081,"Not_Significant"
"205271_s_at",0.299022,0.502307,"Not_Significant"
"243451_at",0.299022,-0.872425,"Not_Significant"
"239778_x_at",0.299022,-0.3178306,"Not_Significant"
"243181_at",0.299022,0.3913015,"Not_Significant"
"200648_s_at",0.299022,-0.8468644,"Not_Significant"
"241331_at",0.299037,-0.5007513,"Not_Significant"
"215055_at",0.299103,-0.5266142,"Not_Significant"
"210471_s_at",0.299103,-0.7356538,"Not_Significant"
"204649_at",0.299104,0.5443568,"Not_Significant"
"227838_at",0.299117,-0.4489865,"Not_Significant"
"239030_at",0.299117,-0.8851386,"Not_Significant"
"1556060_a_at",0.299129,0.4030458,"Not_Significant"
"244572_at",0.299132,-0.6210645,"Not_Significant"
"244806_at",0.299198,-1.0386787,"Not_Significant"
"1556301_at",0.299231,0.4721834,"Not_Significant"
"1564820_at",0.299231,-0.2914765,"Not_Significant"
"1553136_at",0.299231,-0.3998012,"Not_Significant"
"238952_x_at",0.299231,-0.5255459,"Not_Significant"
"1553499_s_at",0.299253,-0.7801645,"Not_Significant"
"220601_at",0.299271,0.8686946,"Not_Significant"
"235001_at",0.299271,-0.5572476,"Not_Significant"
"208080_at",0.299313,0.6571389,"Not_Significant"
"239940_at",0.299322,-0.6472259,"Not_Significant"
"241115_at",0.299322,0.9654285,"Not_Significant"
"224737_x_at",0.299341,-0.2535103,"Not_Significant"
"202096_s_at",0.299415,-0.2943155,"Not_Significant"
"226308_at",0.299415,0.4272568,"Not_Significant"
"220725_x_at",0.299435,-0.3164942,"Not_Significant"
"215051_x_at",0.299435,0.5164233,"Not_Significant"
"224001_at",0.299489,-0.3803091,"Not_Significant"
"206483_at",0.299495,0.4968661,"Not_Significant"
"1555616_at",0.299553,-0.5489563,"Not_Significant"
"212968_at",0.299701,-0.2422382,"Not_Significant"
"227789_at",0.299742,-0.577183,"Not_Significant"
"202748_at",0.299772,0.5844134,"Not_Significant"
"219160_s_at",0.299772,-0.3643351,"Not_Significant"
"1566038_at",0.299772,-0.5544268,"Not_Significant"
"211829_s_at",0.299803,-1.0637728,"Not_Significant"
"203604_at",0.299815,-0.3711451,"Not_Significant"
"220418_at",0.299918,1.2901487,"Not_Significant"
"220887_at",0.299921,1.1005977,"Not_Significant"
"203955_at",0.299934,-0.3081427,"Not_Significant"
"209724_s_at",0.299934,-0.2868232,"Not_Significant"
"1555752_at",0.300001,-0.7432721,"Not_Significant"
"229475_at",0.300001,0.7204636,"Not_Significant"
"216547_at",0.300074,-0.2777815,"Not_Significant"
"1552604_at",0.300074,-0.9177719,"Not_Significant"
"244588_at",0.300074,0.8941724,"Not_Significant"
"1557693_at",0.300074,-0.6746846,"Not_Significant"
"201061_s_at",0.300097,0.4505493,"Not_Significant"
"1554547_at",0.300104,0.7303098,"Not_Significant"
"213912_at",0.300104,-0.5541478,"Not_Significant"
"201772_at",0.300104,0.3072891,"Not_Significant"
"1562914_a_at",0.30014,-0.6731669,"Not_Significant"
"242942_at",0.300143,0.6964467,"Not_Significant"
"225985_at",0.300144,-0.4449131,"Not_Significant"
"240763_at",0.300177,-0.7872545,"Not_Significant"
"231320_at",0.300177,-0.4282325,"Not_Significant"
"208819_at",0.300177,-0.225957,"Not_Significant"
"1559492_at",0.300177,1.036523,"Not_Significant"
"229650_s_at",0.300318,-0.253187,"Not_Significant"
"202729_s_at",0.300318,0.4944319,"Not_Significant"
"203549_s_at",0.300318,-0.4799842,"Not_Significant"
"201095_at",0.300375,-0.379787,"Not_Significant"
"1569703_a_at",0.300379,-0.5275846,"Not_Significant"
"1556048_at",0.300379,-0.448738,"Not_Significant"
"220273_at",0.300379,0.9202807,"Not_Significant"
"1556971_a_at",0.300413,-0.8952356,"Not_Significant"
"1559039_at",0.300413,-0.3454783,"Not_Significant"
"238279_x_at",0.300481,-0.3931572,"Not_Significant"
"217994_x_at",0.300481,0.4184598,"Not_Significant"
"206092_x_at",0.300529,0.5817795,"Not_Significant"
"1560259_at",0.300541,-0.4513923,"Not_Significant"
"1561555_at",0.300548,-1.285164,"Not_Significant"
"243507_s_at",0.300571,-0.4271463,"Not_Significant"
"214652_at",0.300606,1.2181835,"Not_Significant"
"204265_s_at",0.300606,-0.3934861,"Not_Significant"
"239970_at",0.300641,-1.1510426,"Not_Significant"
"239818_x_at",0.300675,-1.0631601,"Not_Significant"
"203763_at",0.300748,0.28494,"Not_Significant"
"207549_x_at",0.300748,0.3263742,"Not_Significant"
"217935_s_at",0.300778,-0.2992307,"Not_Significant"
"234589_at",0.300801,-1.0341448,"Not_Significant"
"239273_s_at",0.300816,-0.6801614,"Not_Significant"
"1564828_at",0.300824,-0.883238,"Not_Significant"
"208708_x_at",0.300893,0.2995355,"Not_Significant"
"237425_at",0.300909,0.786703,"Not_Significant"
"237578_at",0.300914,0.7663304,"Not_Significant"
"244105_at",0.300927,-0.4930893,"Not_Significant"
"227466_at",0.300927,-0.2759218,"Not_Significant"
"238975_at",0.300927,-1.0362801,"Not_Significant"
"243464_at",0.300927,0.8515927,"Not_Significant"
"225024_at",0.300927,0.3025058,"Not_Significant"
"243140_at",0.300988,0.7414276,"Not_Significant"
"243193_at",0.301013,1.0764993,"Not_Significant"
"201152_s_at",0.301109,0.2905083,"Not_Significant"
"1559650_at",0.301139,-1.0678963,"Not_Significant"
"211950_at",0.301139,0.3071775,"Not_Significant"
"206418_at",0.301139,1.8520498,"Not_Significant"
"223787_s_at",0.301239,-0.3038803,"Not_Significant"
"201582_at",0.30124,-0.3764258,"Not_Significant"
"232661_s_at",0.301242,0.3327411,"Not_Significant"
"204471_at",0.301256,1.5394196,"Not_Significant"
"1561079_at",0.301264,-0.545165,"Not_Significant"
"1554126_at",0.301264,0.4209773,"Not_Significant"
"212665_at",0.301264,-0.5158138,"Not_Significant"
"240186_at",0.30127,-0.9420101,"Not_Significant"
"240177_at",0.301306,-0.6018508,"Not_Significant"
"223136_at",0.301306,0.3003103,"Not_Significant"
"227009_at",0.301319,-0.3110555,"Not_Significant"
"237844_at",0.301319,0.9701087,"Not_Significant"
"200969_at",0.301336,-0.3957751,"Not_Significant"
"207059_at",0.301411,0.7180816,"Not_Significant"
"240834_at",0.301411,0.7475756,"Not_Significant"
"219726_at",0.301411,0.8861031,"Not_Significant"
"1562854_at",0.301411,-1.0740397,"Not_Significant"
"226223_at",0.301456,0.3880851,"Not_Significant"
"243216_x_at",0.301456,-0.2836659,"Not_Significant"
"227076_at",0.301468,0.7007545,"Not_Significant"
"208046_at",0.301468,0.7630338,"Not_Significant"
"1562073_at",0.301507,-0.8763256,"Not_Significant"
"232739_at",0.301507,-0.7185968,"Not_Significant"
"214634_at",0.301507,-0.7792342,"Not_Significant"
"218997_at",0.301586,0.3800386,"Not_Significant"
"208855_s_at",0.3016,-0.3065057,"Not_Significant"
"1568986_x_at",0.30163,-0.5632213,"Not_Significant"
"240141_at",0.301668,-0.3168558,"Not_Significant"
"222930_s_at",0.301673,0.669806,"Not_Significant"
"220691_at",0.301673,-0.3174787,"Not_Significant"
"202847_at",0.301773,-0.4979737,"Not_Significant"
"1565588_at",0.301773,-0.5591495,"Not_Significant"
"231188_at",0.301773,-0.412653,"Not_Significant"
"206411_s_at",0.301773,0.5121788,"Not_Significant"
"215839_at",0.301773,-0.6443751,"Not_Significant"
"230171_at",0.30179,-0.7104142,"Not_Significant"
"1564753_at",0.30179,-0.4275077,"Not_Significant"
"237281_at",0.301816,-0.8699142,"Not_Significant"
"244683_at",0.301902,-0.7666331,"Not_Significant"
"230101_at",0.301915,0.8218624,"Not_Significant"
"235902_at",0.302068,-0.3163268,"Not_Significant"
"234160_at",0.302068,-0.7789832,"Not_Significant"
"229838_at",0.302068,-0.4108944,"Not_Significant"
"236492_at",0.302144,-0.271787,"Not_Significant"
"203164_at",0.302144,-0.2767041,"Not_Significant"
"1561401_at",0.302166,-0.9223078,"Not_Significant"
"223306_at",0.302166,0.3142611,"Not_Significant"
"1557276_at",0.302202,-0.4853683,"Not_Significant"
"201392_s_at",0.302209,0.2776403,"Not_Significant"
"222274_at",0.302217,-0.7737247,"Not_Significant"
"221355_at",0.302224,-0.3092049,"Not_Significant"
"238814_at",0.302224,-0.6688254,"Not_Significant"
"222974_at",0.30229,-1.0344383,"Not_Significant"
"236631_at",0.302295,-1.0840684,"Not_Significant"
"233962_at",0.30231,-0.9552085,"Not_Significant"
"243089_at",0.30231,-1.171375,"Not_Significant"
"230099_at",0.30231,-0.2550675,"Not_Significant"
"211317_s_at",0.302355,-0.3144618,"Not_Significant"
"1564690_at",0.302355,-0.8275311,"Not_Significant"
"224915_x_at",0.302355,0.4692941,"Not_Significant"
"213945_s_at",0.30243,-0.3638322,"Not_Significant"
"1554475_a_at",0.302461,0.7674095,"Not_Significant"
"203458_at",0.302461,-0.2678054,"Not_Significant"
"213164_at",0.302515,0.3125858,"Not_Significant"
"221465_at",0.302515,-0.6948829,"Not_Significant"
"234070_at",0.302515,0.4940461,"Not_Significant"
"241490_s_at",0.302515,-0.3866246,"Not_Significant"
"216050_at",0.302542,-1.0484815,"Not_Significant"
"210195_s_at",0.302591,-0.3691707,"Not_Significant"
"218057_x_at",0.302609,0.2962375,"Not_Significant"
"213498_at",0.302609,-0.7022296,"Not_Significant"
"233535_at",0.302654,-0.7074614,"Not_Significant"
"219591_at",0.302681,-0.5802242,"Not_Significant"
"213644_at",0.302715,0.4547235,"Not_Significant"
"232416_at",0.302715,-0.5789332,"Not_Significant"
"205455_at",0.302715,-0.4534631,"Not_Significant"
"206093_x_at",0.302782,-0.7150708,"Not_Significant"
"210438_x_at",0.302832,0.2063416,"Not_Significant"
"217357_at",0.302832,0.8151792,"Not_Significant"
"238534_at",0.3029,-0.3376952,"Not_Significant"
"1569986_x_at",0.302903,-1.3417422,"Not_Significant"
"1569034_a_at",0.302903,-0.7102451,"Not_Significant"
"212685_s_at",0.302903,0.3002219,"Not_Significant"
"1564684_at",0.302925,-1.0903794,"Not_Significant"
"219468_s_at",0.303055,0.7234677,"Not_Significant"
"218302_at",0.303094,0.3719136,"Not_Significant"
"239201_at",0.303098,-1.3132227,"Not_Significant"
"219345_at",0.303127,-0.2735514,"Not_Significant"
"244109_at",0.303145,-0.4671285,"Not_Significant"
"233468_at",0.303184,-1.0077261,"Not_Significant"
"227772_at",0.30328,0.27557,"Not_Significant"
"236152_at",0.30328,-0.6994864,"Not_Significant"
"205853_at",0.303288,-0.5527765,"Not_Significant"
"220665_at",0.30333,0.9280896,"Not_Significant"
"206531_at",0.303354,-0.4466115,"Not_Significant"
"205269_at",0.303354,0.4232782,"Not_Significant"
"214002_at",0.303429,0.6354482,"Not_Significant"
"222032_s_at",0.303458,-0.4182549,"Not_Significant"
"231632_at",0.303458,-1.476428,"Not_Significant"
"215877_at",0.303534,-1.0245645,"Not_Significant"
"233011_at",0.303552,-0.6457044,"Not_Significant"
"213060_s_at",0.303571,-0.8161313,"Not_Significant"
"220858_at",0.303597,-1.3915275,"Not_Significant"
"226441_at",0.303632,0.2462683,"Not_Significant"
"209239_at",0.303721,0.3044037,"Not_Significant"
"227643_at",0.303752,-0.6600442,"Not_Significant"
"238656_at",0.303752,-0.3675804,"Not_Significant"
"219582_at",0.303782,0.275837,"Not_Significant"
"207307_at",0.303782,1.5931375,"Not_Significant"
"215171_s_at",0.303782,0.2255587,"Not_Significant"
"1560494_a_at",0.303782,-1.1907952,"Not_Significant"
"217044_s_at",0.303864,-1.0539601,"Not_Significant"
"1558237_x_at",0.303878,-0.3819131,"Not_Significant"
"242564_at",0.303955,-0.4298089,"Not_Significant"
"229338_at",0.303978,0.3725951,"Not_Significant"
"234831_at",0.303984,-0.9282728,"Not_Significant"
"220140_s_at",0.30401,-0.2432397,"Not_Significant"
"213090_s_at",0.304014,0.3519301,"Not_Significant"
"232022_at",0.304014,-0.4456104,"Not_Significant"
"230087_at",0.304014,-1.2274555,"Not_Significant"
"206067_s_at",0.304014,1.4550678,"Not_Significant"
"204214_s_at",0.304021,0.3233361,"Not_Significant"
"231078_at",0.304034,-0.4466668,"Not_Significant"
"200594_x_at",0.304093,0.2047187,"Not_Significant"
"236911_at",0.304119,-0.4881015,"Not_Significant"
"223473_at",0.304134,-0.3883319,"Not_Significant"
"231765_at",0.304136,-0.6455994,"Not_Significant"
"238161_at",0.304136,-0.2713077,"Not_Significant"
"227658_s_at",0.304141,-0.2767988,"Not_Significant"
"205304_s_at",0.304141,0.5436984,"Not_Significant"
"222756_s_at",0.304141,-0.2758555,"Not_Significant"
"209149_s_at",0.304141,-0.2661726,"Not_Significant"
"230750_at",0.304227,0.7090656,"Not_Significant"
"216203_at",0.304227,-0.5453286,"Not_Significant"
"202458_at",0.304299,0.4641749,"Not_Significant"
"234886_at",0.304357,-0.9907931,"Not_Significant"
"233749_at",0.304373,-0.7387421,"Not_Significant"
"215084_s_at",0.304392,0.2984754,"Not_Significant"
"208512_s_at",0.304392,-0.6801237,"Not_Significant"
"241915_at",0.304417,-1.122677,"Not_Significant"
"204036_at",0.304417,-0.5565895,"Not_Significant"
"228850_s_at",0.304445,0.8545598,"Not_Significant"
"218434_s_at",0.304518,-0.3267213,"Not_Significant"
"214406_s_at",0.304518,0.9416138,"Not_Significant"
"1565928_at",0.304518,-0.9221624,"Not_Significant"
"240896_at",0.304539,0.9080434,"Not_Significant"
"236341_at",0.304539,0.9453385,"Not_Significant"
"218832_x_at",0.304544,0.6658432,"Not_Significant"
"235634_at",0.304544,-0.3793152,"Not_Significant"
"228912_at",0.304544,1.2963265,"Not_Significant"
"238924_at",0.304544,-0.3336335,"Not_Significant"
"216257_at",0.304573,-1.0388264,"Not_Significant"
"203677_s_at",0.304573,-0.2334869,"Not_Significant"
"1560879_a_at",0.304573,-0.469849,"Not_Significant"
"208524_at",0.304573,-0.9545865,"Not_Significant"
"230798_at",0.30458,-0.8744247,"Not_Significant"
"235107_at",0.30458,-0.3121734,"Not_Significant"
"242934_at",0.30458,1.4637547,"Not_Significant"
"228744_at",0.304625,0.3713357,"Not_Significant"
"1552375_at",0.304625,-0.2640888,"Not_Significant"
"240960_at",0.304707,-0.3540732,"Not_Significant"
"220269_at",0.304731,-0.971131,"Not_Significant"
"238858_at",0.304732,-0.427166,"Not_Significant"
"201692_at",0.304732,0.4427287,"Not_Significant"
"227918_s_at",0.304783,0.3358138,"Not_Significant"
"200850_s_at",0.304783,-0.2182247,"Not_Significant"
"1554112_a_at",0.304783,-0.5121627,"Not_Significant"
"1553498_at",0.304783,-1.079626,"Not_Significant"
"236439_at",0.304783,0.4841433,"Not_Significant"
"207453_s_at",0.304783,-0.5279439,"Not_Significant"
"236983_at",0.304783,-0.3891156,"Not_Significant"
"201719_s_at",0.304791,0.5826784,"Not_Significant"
"238939_at",0.304791,-0.4034143,"Not_Significant"
"1567030_at",0.304825,-0.5751927,"Not_Significant"
"227675_at",0.304825,-0.4584293,"Not_Significant"
"213729_at",0.304828,0.2510212,"Not_Significant"
"1556583_a_at",0.304828,0.4453792,"Not_Significant"
"224105_x_at",0.304943,-0.6248823,"Not_Significant"
"209444_at",0.304943,0.176445,"Not_Significant"
"234768_at",0.304948,-0.4248427,"Not_Significant"
"230439_at",0.304948,-0.645622,"Not_Significant"
"1554586_a_at",0.304982,-0.4556688,"Not_Significant"
"243661_at",0.305026,0.3604118,"Not_Significant"
"221456_at",0.305026,-0.5970769,"Not_Significant"
"243802_at",0.305026,-0.5726354,"Not_Significant"
"202466_at",0.305026,0.2188989,"Not_Significant"
"235441_at",0.305026,0.5268263,"Not_Significant"
"1553527_at",0.305026,-0.4065324,"Not_Significant"
"215573_at",0.305026,-0.4783737,"Not_Significant"
"214097_at",0.305026,0.8684577,"Not_Significant"
"221753_at",0.305037,0.2831078,"Not_Significant"
"1557827_at",0.305069,-0.5434925,"Not_Significant"
"227213_at",0.305278,0.3696988,"Not_Significant"
"234473_at",0.305294,0.8226368,"Not_Significant"
"206040_s_at",0.305338,-0.7305239,"Not_Significant"
"1563040_s_at",0.3054,-1.0859896,"Not_Significant"
"240144_at",0.305464,-0.4365071,"Not_Significant"
"1554523_a_at",0.305519,-0.4401138,"Not_Significant"
"1565644_at",0.305519,-0.5059548,"Not_Significant"
"240827_at",0.305519,-1.0310392,"Not_Significant"
"242176_at",0.305519,-0.3346757,"Not_Significant"
"207425_s_at",0.305519,0.3643096,"Not_Significant"
"1560787_at",0.305532,-0.8715839,"Not_Significant"
"210016_at",0.305533,-1.0169611,"Not_Significant"
"225006_x_at",0.305533,0.5047289,"Not_Significant"
"46665_at",0.30554,0.3754488,"Not_Significant"
"224437_s_at",0.30555,0.3825361,"Not_Significant"
"218752_at",0.30555,-0.4067051,"Not_Significant"
"221689_s_at",0.305568,-0.3455442,"Not_Significant"
"219057_at",0.305617,-0.8670176,"Not_Significant"
"240709_at",0.305643,-0.7023709,"Not_Significant"
"239613_at",0.305643,-0.7170571,"Not_Significant"
"226213_at",0.305643,-0.4259042,"Not_Significant"
"226470_at",0.305643,-0.5243375,"Not_Significant"
"202201_at",0.305643,-0.6177562,"Not_Significant"
"232966_at",0.305668,-0.9462937,"Not_Significant"
"218756_s_at",0.305668,-0.8381133,"Not_Significant"
"1558440_at",0.305668,-0.7014255,"Not_Significant"
"207481_at",0.305691,1.2126064,"Not_Significant"
"1569668_at",0.305691,-0.3778737,"Not_Significant"
"226586_at",0.305691,-0.3023298,"Not_Significant"
"217990_at",0.305691,-0.2305012,"Not_Significant"
"214095_at",0.305691,0.3768638,"Not_Significant"
"228034_x_at",0.305691,-0.4484616,"Not_Significant"
"201618_x_at",0.305691,0.3834129,"Not_Significant"
"1562194_at",0.305691,0.4268546,"Not_Significant"
"232439_at",0.305691,-0.6494686,"Not_Significant"
"244800_x_at",0.305691,-0.5801697,"Not_Significant"
"212428_at",0.305691,0.2857815,"Not_Significant"
"217564_s_at",0.305691,1.7496131,"Not_Significant"
"48612_at",0.305691,-0.241394,"Not_Significant"
"227374_at",0.305691,0.2926349,"Not_Significant"
"202438_x_at",0.305748,0.3747064,"Not_Significant"
"226090_x_at",0.305755,-0.2681397,"Not_Significant"
"223922_x_at",0.305862,0.4759751,"Not_Significant"
"243385_at",0.305862,-0.6693437,"Not_Significant"
"244589_at",0.30587,-1.0046768,"Not_Significant"
"222835_at",0.305878,-0.8325257,"Not_Significant"
"214633_at",0.305878,-0.9387987,"Not_Significant"
"1554379_a_at",0.305889,0.860037,"Not_Significant"
"1554495_s_at",0.305889,-0.9796967,"Not_Significant"
"1562326_at",0.30592,-0.9028721,"Not_Significant"
"223838_at",0.305961,-0.7620472,"Not_Significant"
"219428_s_at",0.305979,-0.3194276,"Not_Significant"
"1566991_at",0.305979,-0.9457019,"Not_Significant"
"206340_at",0.305993,-1.0706302,"Not_Significant"
"200836_s_at",0.305994,0.5012762,"Not_Significant"
"218099_at",0.306004,-0.3334089,"Not_Significant"
"230977_at",0.306094,0.6690423,"Not_Significant"
"227203_at",0.306106,-0.3950176,"Not_Significant"
"1563083_s_at",0.306148,-0.8493087,"Not_Significant"
"1566881_at",0.306155,-0.9417443,"Not_Significant"
"217924_at",0.306164,0.3726401,"Not_Significant"
"1555044_a_at",0.306172,-0.8476823,"Not_Significant"
"1552288_at",0.306254,1.0590921,"Not_Significant"
"223686_at",0.306261,-0.5035332,"Not_Significant"
"237699_at",0.306268,-0.8562937,"Not_Significant"
"227420_at",0.306268,0.379218,"Not_Significant"
"206865_at",0.306275,-0.7265993,"Not_Significant"
"243771_at",0.306449,-0.8038518,"Not_Significant"
"225273_at",0.306449,0.3843285,"Not_Significant"
"239077_at",0.306449,0.6303636,"Not_Significant"
"240556_at",0.306449,0.6522116,"Not_Significant"
"242628_at",0.306449,-0.4944214,"Not_Significant"
"242405_at",0.306454,0.2967539,"Not_Significant"
"211942_x_at",0.306504,-0.1939859,"Not_Significant"
"91580_at",0.306504,-1.0507737,"Not_Significant"
"231177_at",0.306504,-0.7915954,"Not_Significant"
"219814_at",0.30658,-0.4088374,"Not_Significant"
"210722_at",0.30658,-0.8997963,"Not_Significant"
"208733_at",0.306618,-0.5753199,"Not_Significant"
"204369_at",0.306625,0.2159893,"Not_Significant"
"218660_at",0.306625,0.224437,"Not_Significant"
"221992_at",0.306625,-0.3000567,"Not_Significant"
"1569843_at",0.306655,-0.9639024,"Not_Significant"
"232052_at",0.30667,-0.2930066,"Not_Significant"
"1554039_at",0.306725,-0.4639392,"Not_Significant"
"207899_at",0.306739,-2.0167124,"Not_Significant"
"242509_at",0.306758,-1.190401,"Not_Significant"
"233808_at",0.306773,0.311365,"Not_Significant"
"207427_at",0.306776,-0.8403453,"Not_Significant"
"214721_x_at",0.306791,-0.2402463,"Not_Significant"
"1561093_at",0.306844,-0.2897728,"Not_Significant"
"201929_s_at",0.306847,0.2251884,"Not_Significant"
"234884_x_at",0.306861,-1.1653625,"Not_Significant"
"1563539_at",0.306861,-0.7511055,"Not_Significant"
"205507_at",0.306867,-0.3465769,"Not_Significant"
"218586_at",0.306888,0.515127,"Not_Significant"
"237025_at",0.306932,-0.4453542,"Not_Significant"
"227708_at",0.306932,-0.2944727,"Not_Significant"
"204336_s_at",0.306932,0.3283062,"Not_Significant"
"214194_at",0.306949,-0.2623024,"Not_Significant"
"1558739_at",0.306949,-0.365981,"Not_Significant"
"1554172_a_at",0.306949,-0.396466,"Not_Significant"
"228397_at",0.306949,0.3683801,"Not_Significant"
"205121_at",0.306988,-0.3896678,"Not_Significant"
"1557788_a_at",0.307066,-0.9879047,"Not_Significant"
"1553780_at",0.307066,0.5450487,"Not_Significant"
"237182_at",0.307066,-0.715573,"Not_Significant"
"214502_at",0.307099,1.2204684,"Not_Significant"
"1553138_a_at",0.307117,0.8617483,"Not_Significant"
"209214_s_at",0.307117,0.2276844,"Not_Significant"
"208713_at",0.307121,0.3189174,"Not_Significant"
"242069_at",0.307121,0.644074,"Not_Significant"
"233748_x_at",0.307121,-0.3213725,"Not_Significant"
"243526_at",0.307121,0.8784427,"Not_Significant"
"1555749_at",0.307121,-1.0628251,"Not_Significant"
"236222_at",0.307121,-0.5675363,"Not_Significant"
"231286_at",0.307138,-0.466703,"Not_Significant"
"1554594_at",0.307156,0.6842999,"Not_Significant"
"204887_s_at",0.30717,0.5533072,"Not_Significant"
"238451_at",0.307174,-0.9897829,"Not_Significant"
"216862_s_at",0.307208,-0.3676992,"Not_Significant"
"231819_at",0.307242,0.5293935,"Not_Significant"
"215704_at",0.307242,-0.8827396,"Not_Significant"
"209904_at",0.307242,1.2413798,"Not_Significant"
"1561605_at",0.307299,-0.8547803,"Not_Significant"
"234404_at",0.307362,-0.9133085,"Not_Significant"
"237200_at",0.307363,-0.969884,"Not_Significant"
"239878_at",0.307421,0.6679833,"Not_Significant"
"1558331_at",0.307436,-0.3843151,"Not_Significant"
"240927_at",0.307436,-0.654974,"Not_Significant"
"236941_at",0.307436,-0.2718111,"Not_Significant"
"205233_s_at",0.307486,-0.2951437,"Not_Significant"
"236428_at",0.307507,-0.446652,"Not_Significant"
"203401_at",0.307509,-0.329846,"Not_Significant"
"240277_at",0.307509,0.4382111,"Not_Significant"
"227396_at",0.307509,-0.2705219,"Not_Significant"
"210500_at",0.307509,-0.6231188,"Not_Significant"
"1561170_at",0.307509,-1.1348265,"Not_Significant"
"206399_x_at",0.307531,-0.5151527,"Not_Significant"
"220928_s_at",0.307538,-1.0189421,"Not_Significant"
"242523_at",0.307599,-0.3630055,"Not_Significant"
"208649_s_at",0.307599,0.3115331,"Not_Significant"
"213611_at",0.307599,-1.6371106,"Not_Significant"
"220059_at",0.307599,-1.0377267,"Not_Significant"
"230791_at",0.307609,-0.536933,"Not_Significant"
"218643_s_at",0.307686,0.3168003,"Not_Significant"
"230564_at",0.307686,-0.8796559,"Not_Significant"
"244299_at",0.307722,0.781424,"Not_Significant"
"235936_at",0.307722,-1.0191405,"Not_Significant"
"1559288_at",0.307729,-1.0612942,"Not_Significant"
"1560023_x_at",0.307729,-0.7632962,"Not_Significant"
"1559382_at",0.307816,-0.2720281,"Not_Significant"
"208898_at",0.307816,-0.2019894,"Not_Significant"
